0: 2.31-3.31	24.1538 , 0.127905 nm	CRITICO
51: 3.20-4.19	18.8644 , -4.80349 nm	CRITICO
52: 3.20-4.20	18.4862 , -5.18175 nm	CRITICO
53: 3.20-4.21	18.8279 , -4.83999 nm	CRITICO
54: 3.21-4.20	19.1908 , -4.47708 nm	CRITICO
55: 3.21-4.21	18.3889 , -5.27897 nm	CRITICO
56: 3.21-4.22	18.2247 , -5.44316 nm	CRITICO
57: 3.22-4.21	18.6635 , -5.00443 nm	CRITICO
58: 3.22-4.22	18.0793 , -5.5886 nm	CRITICO
59: 3.22-4.23	18.0793 , -5.5886 nm	CRITICO
60: 3.23-4.22	18.5054 , -5.1625 nm	CRITICO
61: 3.23-4.23	18.2106 , -5.45735 nm	CRITICO
62: 3.23-4.24	18.5241 , -5.14379 nm	CRITICO
63: 3.24-4.23	18.9232 , -4.74474 nm	CRITICO
64: 3.24-4.24	18.3091 , -5.35876 nm	CRITICO
65: 3.24-4.25	18.1921 , -5.47584 nm	CRITICO
66: 3.25-4.24	18.6297 , -5.03822 nm	CRITICO
67: 3.25-4.25	18.1921 , -5.47584 nm	CRITICO
68: 3.25-4.26	18.7752 , -4.89267 nm	CRITICO
69: 3.26-4.25	19.2349 , -4.433 nm	CRITICO
70: 3.26-4.26	18.4237 , -5.24424 nm	CRITICO
71: 3.26-4.27	18.2098 , -5.45806 nm	CRITICO
72: 3.27-4.26	18.8313 , -4.83657 nm	CRITICO
73: 3.27-4.27	18.0393 , -5.62861 nm	CRITICO
74: 3.27-4.28	18.0393 , -5.62861 nm	CRITICO
75: 3.28-4.27	18.7482 , -4.91967 nm	CRITICO
76: 3.28-4.28	17.0845 , -6.5834 nm	CRITICO
77: 3.28-4.29	17.0845 , -6.5834 nm	CRITICO
78: 3.29-4.28	17.804 , -5.86392 nm	CRITICO
79: 3.29-4.29	17.6605 , -6.00743 nm	CRITICO
80: 3.29-4.30	18.0988 , -5.56906 nm	CRITICO
81: 3.30-4.29	18.5786 , -5.08928 nm	CRITICO
82: 3.30-4.30	18.5786 , -5.08928 nm	CRITICO
83: 3.30-4.31	18.9393 , -4.72859 nm	CRITICO
84: 3.31-4.30	19.0173 , -4.65064 nm	CRITICO
85: 3.31-4.31	18.9953 , -4.67262 nm	CRITICO
86: 4.31-5.30	21.8414 , -2.50391 nm	CRITICO
87: 4.31-5.31	14.8961 , -9.44923 nm	CRITICO
88: 5.30-6.31	26.1681 , -0.101484 nm	CRITICO
89: 5.30-7.31	21.8733 , -2.24826 nm	CRITICO
90: 5.31-7.31	21.8733 , -2.24826 nm	CRITICO
91: 6.18-7.18	26.2821 , 0.972127 nm
92: 6.19-7.18	26.2821 , 0.972127 nm
93: 6.25-7.24	26.1388 , 0.828888 nm
94: 6.25-7.25	23.0853 , -2.22462 nm	CRITICO
95: 6.26-7.25	21.2623 , -4.04762 nm	CRITICO
96: 6.26-7.26	21.2623 , -4.04762 nm	CRITICO
97: 6.27-7.26	21.4642 , -3.84579 nm	CRITICO
98: 6.27-7.27	23.1204 , -2.18952 nm	CRITICO
99: 6.31-7.30	23.4943 , -1.81563 nm	CRITICO
100: 6.31-7.31	15.3178 , -9.99216 nm	CRITICO
101: 8.29-9.30	26.522 , 0.452203 nm
102: 8.30-9.30	26.522 , 0.452203 nm
103: 8.30-9.31	23.963 , -2.10676 nm	CRITICO
104: 8.31-9.31	23.963 , -2.10676 nm	CRITICO
105: 9.4-10.4	24.5373 , 0.313209 nm
106: 9.5-10.4	23.5793 , -0.644842 nm	CRITICO
107: 9.5-10.5	23.025 , -1.19905 nm	CRITICO
108: 9.6-10.5	22.5331 , -1.69097 nm	CRITICO
109: 9.6-10.6	22.5331 , -1.69097 nm	CRITICO
110: 9.7-10.6	22.8752 , -1.34885 nm	CRITICO
111: 9.7-10.7	21.0472 , -3.1769 nm	CRITICO
112: 9.8-10.7	19.764 , -4.46011 nm	CRITICO
113: 9.8-10.8	19.6478 , -4.57629 nm	CRITICO
114: 9.9-10.8	19.2738 , -4.95025 nm	CRITICO
115: 9.9-10.9	19.2738 , -4.95025 nm	CRITICO
116: 9.10-10.9	20.1876 , -4.03653 nm	CRITICO
117: 9.10-10.10	19.136 , -5.0881 nm	CRITICO
118: 9.11-10.10	17.9533 , -6.27079 nm	CRITICO
119: 9.11-10.11	17.9533 , -6.27079 nm	CRITICO
120: 9.12-10.11	17.762 , -6.46205 nm	CRITICO
121: 9.12-10.12	17.762 , -6.46205 nm	CRITICO
122: 9.13-10.12	18.8714 , -5.35273 nm	CRITICO
123: 9.13-10.13	18.8714 , -5.35273 nm	CRITICO
124: 9.14-10.13	19.8473 , -4.3768 nm	CRITICO
125: 9.14-10.14	19.4291 , -4.79499 nm	CRITICO
126: 9.15-10.14	19.4291 , -4.79499 nm	CRITICO
127: 9.15-10.15	19.193 , -5.03108 nm	CRITICO
128: 9.16-10.15	19.193 , -5.03108 nm	CRITICO
129: 9.16-10.16	18.6227 , -5.60141 nm	CRITICO
130: 9.17-10.16	18.1849 , -6.03915 nm	CRITICO
131: 9.17-10.17	18.1849 , -6.03915 nm	CRITICO
132: 9.18-10.17	18.5614 , -5.66266 nm	CRITICO
133: 9.18-10.18	18.5614 , -5.66266 nm	CRITICO
134: 9.19-10.18	19.6251 , -4.59896 nm	CRITICO
135: 9.19-10.19	18.5307 , -5.69343 nm	CRITICO
136: 9.20-10.19	17.3213 , -6.90282 nm	CRITICO
137: 9.20-10.20	17.3213 , -6.90282 nm	CRITICO
138: 9.21-10.20	18.0175 , -6.20665 nm	CRITICO
139: 9.21-10.21	18.4452 , -5.7789 nm	CRITICO
140: 9.22-10.21	19.0289 , -5.19515 nm	CRITICO
141: 9.22-10.22	18.4938 , -5.73035 nm	CRITICO
142: 9.23-10.22	18.2623 , -5.96183 nm	CRITICO
143: 9.23-10.23	18.2623 , -5.96183 nm	CRITICO
144: 9.24-10.23	19.1682 , -5.05589 nm	CRITICO
145: 9.24-10.24	19.571 , -4.65306 nm	CRITICO
146: 9.25-10.24	20.8916 , -3.33246 nm	CRITICO
147: 9.25-10.25	20.3134 , -3.91067 nm	CRITICO
148: 9.26-10.25	18.7683 , -5.45581 nm	CRITICO
149: 9.26-10.26	18.7683 , -5.45581 nm	CRITICO
150: 9.27-10.26	17.9634 , -6.26071 nm	CRITICO
151: 9.27-10.27	17.9634 , -6.26071 nm	CRITICO
152: 9.28-10.27	17.5859 , -6.63824 nm	CRITICO
153: 9.28-10.28	17.5674 , -6.65667 nm	CRITICO
154: 9.29-10.28	17.5674 , -6.65667 nm	CRITICO
155: 9.29-10.29	18.1063 , -6.11779 nm	CRITICO
156: 9.30-10.29	18.45 , -5.7741 nm	CRITICO
157: 9.30-10.30	18.0479 , -6.17618 nm	CRITICO
158: 9.31-10.30	18.0479 , -6.17618 nm	CRITICO
159: 9.31-10.31	12.4753 , -11.7488 nm	CRITICO
160: 10.26-11.25	23.7693 , 0.75469 nm
161: 10.26-11.26	19.1711 , -3.84346 nm	CRITICO
162: 10.27-11.26	13.631 , -9.38357 nm	CRITICO
163: 10.27-11.27	13.631 , -9.38357 nm	CRITICO
164: 10.28-11.27	19.8232 , -3.19144 nm	CRITICO
165: 10.31-11.31	23.5097 , 0.495057 nm
166: 11.28-12.28	20.4532 , -1.51104 nm	CRITICO
167: 11.29-12.28	18.7185 , -3.24566 nm	CRITICO
168: 11.29-12.29	18.7185 , -3.24566 nm	CRITICO
169: 11.30-12.29	19.1396 , -2.82465 nm	CRITICO
170: 12.28-13.28	24.0511 , -0.625527 nm	CRITICO
171: 12.28-13.29	24.0511 , -0.625527 nm	CRITICO
172: 12.29-13.29	21.9315 , -2.74508 nm	CRITICO
173: 12.29-13.30	21.9315 , -2.74508 nm	CRITICO
174: 12.30-13.29	25.5757 , 0.899083 nm
175: 12.30-13.30	22.5575 , -2.11908 nm	CRITICO
176: 12.30-13.31	24.7118 , 0.0351621 nm	CRITICO
177: 13.29-14.29	23.4592 , 0.365921 nm
178: 13.29-14.30	23.4653 , 0.372001 nm
179: 13.30-14.29	23.1672 , 0.0739814 nm	CRITICO
180: 13.30-14.30	23.1672 , 0.0739814 nm	CRITICO
181: 14.17-15.16	14.7654 , -9.28751 nm	CRITICO
182: 14.17-15.17	14.7654 , -9.28751 nm	CRITICO
183: 14.18-15.16	22.8599 , -1.19297 nm	CRITICO
184: 14.18-15.17	21.9305 , -2.12238 nm	CRITICO
185: 14.22-15.22	22.4166 , -1.63631 nm	CRITICO
186: 14.23-15.22	14.6901 , -9.36277 nm	CRITICO
187: 14.23-15.23	14.6901 , -9.36277 nm	CRITICO
188: 14.28-15.27	18.9431 , -5.10976 nm	CRITICO
189: 14.28-15.28	18.9431 , -5.10976 nm	CRITICO
190: 14.29-15.28	19.826 , -4.2269 nm	CRITICO
191: 14.29-15.29	22.0851 , -1.96784 nm	CRITICO
192: 14.30-15.28	24.6088 , 0.555889 nm
193: 14.30-15.29	24.6088 , 0.555889 nm
194: 15.18-16.19	28.5776 , -0.691409 nm	CRITICO
195: 15.18-16.20	28.7139 , -0.555078 nm	CRITICO
196: 15.19-16.19	28.5776 , -0.691409 nm	CRITICO
197: 15.19-16.20	28.7139 , -0.555078 nm	CRITICO
198: 15.19-16.21	30.1352 , 0.866249 nm
199: 15.20-16.21	30.1352 , 0.866249 nm
200: 16.2-17.2	20.9989 , -7.70903 nm	CRITICO
201: 16.2-17.3	20.5432 , -8.16475 nm	CRITICO
202: 16.3-17.2	20.96 , -7.74791 nm	CRITICO
203: 16.3-17.3	2.55737 , -26.1506 nm	CRITICO
204: 16.3-17.4	2.29675 , -26.4112 nm	CRITICO
205: 16.4-17.3	5.12727 , -23.5807 nm	CRITICO
206: 16.4-17.4	2.29675 , -26.4112 nm	CRITICO
207: 16.4-17.5	3.45758 , -25.2504 nm	CRITICO
208: 16.5-17.4	6.21471 , -22.4932 nm	CRITICO
209: 16.5-17.5	3.57734 , -25.1306 nm	CRITICO
210: 16.5-17.6	4.94972 , -23.7582 nm	CRITICO
211: 16.6-17.5	7.35323 , -21.3547 nm	CRITICO
212: 16.6-17.6	4.94972 , -23.7582 nm	CRITICO
213: 16.6-17.7	5.02633 , -23.6816 nm	CRITICO
214: 16.7-17.6	7.63066 , -21.0773 nm	CRITICO
215: 16.7-17.7	4.97325 , -23.7347 nm	CRITICO
216: 16.7-17.8	4.65253 , -24.0554 nm	CRITICO
217: 16.8-17.7	7.63192 , -21.076 nm	CRITICO
218: 16.8-17.8	4.65253 , -24.0554 nm	CRITICO
219: 16.8-17.9	4.67287 , -24.0351 nm	CRITICO
220: 16.9-17.8	7.82981 , -20.8781 nm	CRITICO
221: 16.9-17.9	4.67287 , -24.0351 nm	CRITICO
222: 16.9-17.10	4.97637 , -23.7316 nm	CRITICO
223: 16.10-17.9	8.00073 , -20.7072 nm	CRITICO
224: 16.10-17.10	4.83824 , -23.8697 nm	CRITICO
225: 16.10-17.11	4.83824 , -23.8697 nm	CRITICO
226: 16.11-17.10	7.96347 , -20.7445 nm	CRITICO
227: 16.11-17.11	3.4334 , -25.2745 nm	CRITICO
228: 16.11-17.12	3.4334 , -25.2745 nm	CRITICO
229: 16.12-17.11	7.54035 , -21.1676 nm	CRITICO
230: 16.12-17.12	2.12367 , -26.5843 nm	CRITICO
231: 16.12-17.13	2.12367 , -26.5843 nm	CRITICO
232: 16.13-17.12	7.46877 , -21.2392 nm	CRITICO
233: 16.13-17.13	1.62115 , -27.0868 nm	CRITICO
234: 16.13-17.14	0.78457 , -27.9234 nm	CRITICO
235: 16.14-17.13	7.62648 , -21.0815 nm	CRITICO
236: 16.14-17.14	0.660535 , -28.0474 nm	CRITICO
237: 16.14-17.15 INTERSECAO
238: 16.15-17.14	7.60148 , -21.1065 nm	CRITICO
239: 16.15-17.15 INTERSECAO
240: 16.15-17.16	1.10767 , -27.6003 nm	CRITICO
241: 16.16-17.15	7.36666 , -21.3413 nm	CRITICO
242: 16.16-17.16	1.10767 , -27.6003 nm	CRITICO
243: 16.16-17.17	2.90104 , -25.8069 nm	CRITICO
244: 16.17-17.16	7.52708 , -21.1809 nm	CRITICO
245: 16.17-17.17	2.03822 , -26.6697 nm	CRITICO
246: 16.17-17.18	2.03822 , -26.6697 nm	CRITICO
247: 16.18-17.17	7.1819 , -21.526 nm	CRITICO
248: 16.18-17.18	0.634561 , -28.0734 nm	CRITICO
249: 16.18-17.19	0.634561 , -28.0734 nm	CRITICO
250: 16.19-17.18	6.94395 , -21.764 nm	CRITICO
251: 16.19-17.19	1.94942 , -26.7585 nm	CRITICO
252: 16.19-17.20	3.47811 , -25.2298 nm	CRITICO
253: 16.20-17.19	7.6719 , -21.0361 nm	CRITICO
254: 16.20-17.20	3.47811 , -25.2298 nm	CRITICO
255: 16.20-17.21	4.65036 , -24.0576 nm	CRITICO
256: 16.21-17.20	8.72551 , -19.9824 nm	CRITICO
257: 16.21-17.21	4.65036 , -24.0576 nm	CRITICO
258: 16.21-17.22	4.07715 , -24.6308 nm	CRITICO
259: 16.22-17.21	8.42606 , -20.2819 nm	CRITICO
260: 16.22-17.22	3.59594 , -25.112 nm	CRITICO
261: 16.22-17.23	3.24693 , -25.461 nm	CRITICO
262: 16.23-17.22	7.6771 , -21.0309 nm	CRITICO
263: 16.23-17.23	1.93412 , -26.7738 nm	CRITICO
264: 16.23-17.24	1.93412 , -26.7738 nm	CRITICO
265: 16.24-17.23	7.32597 , -21.382 nm	CRITICO
266: 16.24-17.24 INTERSECAO
267: 16.24-17.25 INTERSECAO
268: 16.25-17.24	7.52174 , -21.1862 nm	CRITICO
269: 16.25-17.25 INTERSECAO
270: 16.25-17.26	1.13014 , -27.5778 nm	CRITICO
271: 16.26-17.25	8.21293 , -20.495 nm	CRITICO
272: 16.26-17.26	1.77663 , -26.9313 nm	CRITICO
273: 16.26-17.27	2.41217 , -26.2958 nm	CRITICO
274: 16.27-17.26	8.67348 , -20.0345 nm	CRITICO
275: 16.27-17.27	1.02168 , -27.6863 nm	CRITICO
276: 16.27-17.28	1.02168 , -27.6863 nm	CRITICO
277: 16.28-17.27	8.30087 , -20.4071 nm	CRITICO
278: 16.28-17.28 INTERSECAO
279: 16.28-17.29	1.26914 , -27.4388 nm	CRITICO
280: 16.29-17.28	9.18752 , -19.5204 nm	CRITICO
281: 16.29-17.29	2.66121 , -26.0467 nm	CRITICO
282: 16.29-17.30	3.14286 , -25.5651 nm	CRITICO
283: 16.30-17.29	11.3095 , -17.3985 nm	CRITICO
284: 16.30-17.30 INTERSECAO
285: 16.30-17.31 INTERSECAO
286: 16.31-17.30	9.02801 , -19.6799 nm	CRITICO
287: 16.31-17.31	0.108476 , -28.5995 nm	CRITICO
288: 16.31-21.31	24.2424 , -2.67899 nm	CRITICO
289: 18.2-19.2	27.894 , 0.515522 nm
290: 18.2-19.3	27.317 , -0.0614106 nm	CRITICO
291: 18.3-19.2	27.9207 , 0.5422 nm
292: 18.3-19.3	16.528 , -10.8504 nm	CRITICO
293: 18.3-19.4	14.3794 , -12.9991 nm	CRITICO
294: 18.4-19.3	19.3193 , -8.05917 nm	CRITICO
295: 18.4-19.4	10.5316 , -16.8468 nm	CRITICO
296: 18.4-19.5	9.01749 , -18.361 nm	CRITICO
297: 18.5-19.4	19.2393 , -8.13911 nm	CRITICO
298: 18.5-19.5	5.3885 , -21.9899 nm	CRITICO
299: 18.5-19.6	4.10754 , -23.2709 nm	CRITICO
300: 18.6-19.5	19.7645 , -7.61397 nm	CRITICO
301: 18.6-19.6	3.71609 , -23.6624 nm	CRITICO
302: 18.6-19.7	3.71609 , -23.6624 nm	CRITICO
303: 18.7-19.6	20.9127 , -6.46577 nm	CRITICO
304: 18.7-19.7	3.90814 , -23.4703 nm	CRITICO
305: 18.7-19.8	5.51346 , -21.865 nm	CRITICO
306: 18.8-19.7	22.1492 , -5.22923 nm	CRITICO
307: 18.8-19.8	5.3978 , -21.9807 nm	CRITICO
308: 18.8-19.9	5.31046 , -22.068 nm	CRITICO
309: 18.9-19.8	22.3359 , -5.04251 nm	CRITICO
310: 18.9-19.9	5.31046 , -22.068 nm	CRITICO
311: 18.9-19.10	5.95813 , -21.4203 nm	CRITICO
312: 18.10-19.9	22.7186 , -4.6598 nm	CRITICO
313: 18.10-19.10	6.72823 , -20.6502 nm	CRITICO
314: 18.10-19.11	7.42689 , -19.9516 nm	CRITICO
315: 18.11-19.10	23.2292 , -4.14922 nm	CRITICO
316: 18.11-19.11	3.03879 , -24.3397 nm	CRITICO
317: 18.11-19.12	0.473562 , -26.9049 nm	CRITICO
318: 18.12-19.11	21.7874 , -5.591 nm	CRITICO
319: 18.12-19.12 INTERSECAO
320: 18.12-19.13	0.783537 , -26.5949 nm	CRITICO
321: 18.13-19.12	22.2458 , -5.13269 nm	CRITICO
322: 18.13-19.13 INTERSECAO
323: 18.13-19.14	3.6977 , -23.6807 nm	CRITICO
324: 18.14-19.13	23.1564 , -4.22204 nm	CRITICO
325: 18.14-19.14	6.44747 , -20.931 nm	CRITICO
326: 18.14-19.15	7.41229 , -19.9662 nm	CRITICO
327: 18.15-19.14	24.0983 , -3.28012 nm	CRITICO
328: 18.15-19.15	1.82689 , -25.5516 nm	CRITICO
329: 18.15-19.16 INTERSECAO
330: 18.16-19.15	22.3255 , -5.05295 nm	CRITICO
331: 18.16-19.16	1.64651 , -25.7319 nm	CRITICO
332: 18.16-19.17	2.9549 , -24.4236 nm	CRITICO
333: 18.16-20.17	30.2039 , 0.65032 nm
334: 18.16-20.18	29.6777 , 0.124104 nm	CRITICO
335: 18.17-19.16	22.6036 , -4.77481 nm	CRITICO
336: 18.17-19.17 INTERSECAO
337: 18.17-19.18	0.602558 , -26.7759 nm	CRITICO
338: 18.17-20.18	29.6777 , 0.124104 nm	CRITICO
339: 18.18-19.17	22.096 , -5.2825 nm	CRITICO
340: 18.18-19.18	3.04132 , -24.3371 nm	CRITICO
341: 18.18-19.19	5.96847 , -21.41 nm	CRITICO
342: 18.19-19.18	22.9706 , -4.40789 nm	CRITICO
343: 18.19-19.19	2.77417 , -24.6043 nm	CRITICO
344: 18.19-19.20	0.0200091 , -27.3584 nm	CRITICO
345: 18.20-19.19	21.6228 , -5.75568 nm	CRITICO
346: 18.20-19.20 INTERSECAO
347: 18.20-19.21	1.96927 , -25.4092 nm	CRITICO
348: 18.21-19.20	21.9955 , -5.38295 nm	CRITICO
349: 18.21-19.21 INTERSECAO
350: 18.21-19.22	1.37626 , -26.0022 nm	CRITICO
351: 18.22-19.21	21.8505 , -5.52797 nm	CRITICO
352: 18.22-19.22	3.3695 , -24.0089 nm	CRITICO
353: 18.22-19.23	7.04162 , -20.3368 nm	CRITICO
354: 18.23-19.22	23.2633 , -4.11514 nm	CRITICO
355: 18.23-19.23	3.90463 , -23.4738 nm	CRITICO
356: 18.23-19.24	1.07 , -26.3085 nm	CRITICO
357: 18.24-19.23	21.7361 , -5.6424 nm	CRITICO
358: 18.24-19.24 INTERSECAO
359: 18.24-19.25	0.989142 , -26.3893 nm	CRITICO
360: 18.25-19.24	22.1076 , -5.27085 nm	CRITICO
361: 18.25-19.25 INTERSECAO
362: 18.25-19.26	2.67939 , -24.6991 nm	CRITICO
363: 18.26-19.25	22.1964 , -5.18204 nm	CRITICO
364: 18.26-19.26	5.3595 , -22.0189 nm	CRITICO
365: 18.26-19.27	8.43479 , -18.9437 nm	CRITICO
366: 18.27-19.26	23.933 , -3.44546 nm	CRITICO
367: 18.27-19.27	5.36943 , -22.009 nm	CRITICO
368: 18.27-19.28	3.08495 , -24.2935 nm	CRITICO
369: 18.28-19.27	21.8092 , -5.56929 nm	CRITICO
370: 18.28-19.28	2.02856 , -25.3499 nm	CRITICO
371: 18.28-19.29	1.29232 , -26.0861 nm	CRITICO
372: 18.29-19.28	22.0938 , -5.28465 nm	CRITICO
373: 18.29-19.29	1.29232 , -26.0861 nm	CRITICO
374: 18.29-19.30	8.81956 , -18.5589 nm	CRITICO
375: 18.30-19.29	24.5924 , -2.78608 nm	CRITICO
376: 18.30-19.30	13.5491 , -13.8294 nm	CRITICO
377: 18.30-19.31	13.5491 , -13.8294 nm	CRITICO
378: 18.31-19.30	24.2805 , -3.09799 nm	CRITICO
379: 18.31-19.31	3.87385 , -23.5046 nm	CRITICO
380: 18.31-21.31	16.2441 , -8.67362 nm	CRITICO
381: 19.30-20.31	22.6072 , -8.26776 nm	CRITICO
382: 19.31-20.31	23.5227 , -7.35224 nm	CRITICO
383: 20.5-21.4	28.3866 , -0.0276123 nm	CRITICO
384: 20.6-21.4	27.1084 , -1.3058 nm	CRITICO
385: 20.6-21.5	24.7383 , -3.67592 nm	CRITICO
386: 20.7-21.5	22.234 , -6.18026 nm	CRITICO
387: 20.7-21.6	22.069 , -6.34529 nm	CRITICO
388: 20.8-21.6	20.9895 , -7.42475 nm	CRITICO
389: 20.8-21.7	20.9895 , -7.42475 nm	CRITICO
390: 20.9-21.7	20.6582 , -7.75607 nm	CRITICO
391: 20.9-21.8	19.6631 , -8.75117 nm	CRITICO
392: 20.10-21.8	18.1864 , -10.2279 nm	CRITICO
393: 20.10-21.9	18.1864 , -10.2279 nm	CRITICO
394: 20.11-21.9	18.8241 , -9.59011 nm	CRITICO
395: 20.11-21.10	19.0757 , -9.33851 nm	CRITICO
396: 20.12-21.10	20.0631 , -8.35115 nm	CRITICO
397: 20.12-21.11	20.7787 , -7.63558 nm	CRITICO
398: 20.13-21.11	20.7787 , -7.63558 nm	CRITICO
399: 20.13-21.12	20.5156 , -7.89862 nm	CRITICO
400: 20.14-21.12	19.8552 , -8.55902 nm	CRITICO
401: 20.14-21.13	19.8552 , -8.55902 nm	CRITICO
402: 20.15-21.13	21.1957 , -7.21857 nm	CRITICO
403: 20.15-21.14	20.0597 , -8.35456 nm	CRITICO
404: 20.16-21.14	15.1675 , -13.2468 nm	CRITICO
405: 20.16-21.15	11.72 , -16.6943 nm	CRITICO
406: 20.17-21.15	7.0838 , -21.3304 nm	CRITICO
407: 20.17-21.16	7.0838 , -21.3304 nm	CRITICO
408: 20.18-21.15	28.1937 , -0.22056 nm	CRITICO
409: 20.18-21.16	7.92519 , -20.4891 nm	CRITICO
410: 20.18-21.17	9.56579 , -18.8485 nm	CRITICO
411: 20.19-21.16	29.2348 , 0.820569 nm
412: 20.19-21.17	12.4048 , -16.0094 nm	CRITICO
413: 20.19-21.18	16.274 , -12.1402 nm	CRITICO
414: 20.20-21.18	18.2642 , -10.1501 nm	CRITICO
415: 20.20-21.19	20.609 , -7.80527 nm	CRITICO
416: 20.21-21.19	20.609 , -7.80527 nm	CRITICO
417: 20.21-21.20	19.0927 , -9.32153 nm	CRITICO
418: 20.22-21.20	17.1795 , -11.2348 nm	CRITICO
419: 20.22-21.21	17.1795 , -11.2348 nm	CRITICO
420: 20.23-21.21	17.9141 , -10.5001 nm	CRITICO
421: 20.23-21.22	19.839 , -8.57526 nm	CRITICO
422: 20.24-21.22	21.0521 , -7.36217 nm	CRITICO
423: 20.24-21.23	21.1865 , -7.22773 nm	CRITICO
424: 20.25-21.23	18.3635 , -10.0508 nm	CRITICO
425: 20.25-21.24	15.7528 , -12.6615 nm	CRITICO
426: 20.26-21.24	12.213 , -16.2013 nm	CRITICO
427: 20.26-21.25	11.4981 , -16.9162 nm	CRITICO
428: 20.27-21.24	29.2075 , 0.793274 nm
429: 20.27-21.25	9.48544 , -18.9288 nm	CRITICO
430: 20.27-21.26	9.48544 , -18.9288 nm	CRITICO
431: 20.28-21.25	27.7505 , -0.663767 nm	CRITICO
432: 20.28-21.26	11.108 , -17.3063 nm	CRITICO
433: 20.28-21.27	11.7034 , -16.7109 nm	CRITICO
434: 20.29-21.26	27.5167 , -0.897502 nm	CRITICO
435: 20.29-21.27	14.5646 , -13.8496 nm	CRITICO
436: 20.29-21.28	19.9808 , -8.43346 nm	CRITICO
437: 20.30-21.28	21.5532 , -6.86101 nm	CRITICO
438: 20.30-21.29	21.424 , -6.99024 nm	CRITICO
439: 20.31-21.28	25.7987 , -2.61556 nm	CRITICO
440: 20.31-21.29	21.424 , -6.99024 nm	CRITICO
441: 22.31-23.30	17.5329 , -7.02229 nm	CRITICO
442: 22.31-23.31 INTERSECAO
443: 23.29-24.30	26.8513 , -0.580821 nm	CRITICO
444: 23.30-24.30	26.8513 , -0.580821 nm	CRITICO
445: 23.30-24.31	28.311 , 0.878895 nm
446: 23.31-24.31	28.311 , 0.878895 nm
447: 24.31-25.30	29.18 , 0.742939 nm
448: 24.31-25.31	27.5762 , -0.860888 nm	CRITICO
