251: 16.7-17.7	4.97325 , -23.7347 nm	CRITICO
252: 16.7-17.8	4.65253 , -24.0554 nm	CRITICO
253: 16.8-17.7	7.63192 , -21.076 nm	CRITICO
254: 16.8-17.8	4.65253 , -24.0554 nm	CRITICO
255: 16.8-17.9	4.67287 , -24.0351 nm	CRITICO
256: 16.9-17.8	7.82981 , -20.8781 nm	CRITICO
257: 16.9-17.9	4.67287 , -24.0351 nm	CRITICO
258: 16.9-17.10	4.97637 , -23.7316 nm	CRITICO
259: 16.10-17.9	8.00073 , -20.7072 nm	CRITICO
260: 16.10-17.10	4.83824 , -23.8697 nm	CRITICO
261: 16.10-17.11	4.83824 , -23.8697 nm	CRITICO
262: 16.11-17.10	7.96347 , -20.7445 nm	CRITICO
263: 16.11-17.11	3.4334 , -25.2745 nm	CRITICO
264: 16.11-17.12	3.4334 , -25.2745 nm	CRITICO
265: 16.12-17.11	7.54035 , -21.1676 nm	CRITICO
266: 16.12-17.12	2.12367 , -26.5843 nm	CRITICO
267: 16.12-17.13	2.12367 , -26.5843 nm	CRITICO
268: 16.13-17.12	7.46877 , -21.2392 nm	CRITICO
269: 16.13-17.13	1.62115 , -27.0868 nm	CRITICO
270: 16.13-17.14	0.78457 , -27.9234 nm	CRITICO
271: 16.14-17.13	7.62648 , -21.0815 nm	CRITICO
272: 16.14-17.14	0.660535 , -28.0474 nm	CRITICO
273: 16.14-17.15 INTERSECAO
274: 16.15-17.14	7.60148 , -21.1065 nm	CRITICO
275: 16.15-17.15 INTERSECAO
276: 16.15-17.16	1.10767 , -27.6003 nm	CRITICO
277: 16.16-17.15	7.36666 , -21.3413 nm	CRITICO
278: 16.16-17.16	1.10767 , -27.6003 nm	CRITICO
279: 16.16-17.17	2.90104 , -25.8069 nm	CRITICO
280: 16.17-17.16	7.52708 , -21.1809 nm	CRITICO
281: 16.17-17.17	2.03822 , -26.6697 nm	CRITICO
282: 16.17-17.18	2.03822 , -26.6697 nm	CRITICO
283: 16.18-17.17	7.1819 , -21.526 nm	CRITICO
284: 16.18-17.18	0.634561 , -28.0734 nm	CRITICO
285: 16.18-17.19	0.634561 , -28.0734 nm	CRITICO
286: 16.19-17.18	6.94395 , -21.764 nm	CRITICO
287: 16.19-17.19	1.94942 , -26.7585 nm	CRITICO
288: 16.19-17.20	3.47811 , -25.2298 nm	CRITICO
289: 16.20-17.19	7.6719 , -21.0361 nm	CRITICO
290: 16.20-17.20	3.47811 , -25.2298 nm	CRITICO
291: 16.20-17.21	4.65036 , -24.0576 nm	CRITICO
292: 16.21-17.20	8.72551 , -19.9824 nm	CRITICO
293: 16.21-17.21	4.65036 , -24.0576 nm	CRITICO
294: 16.21-17.22	4.07715 , -24.6308 nm	CRITICO
295: 16.22-17.21	8.42606 , -20.2819 nm	CRITICO
296: 16.22-17.22	3.59594 , -25.112 nm	CRITICO
297: 16.22-17.23	3.24693 , -25.461 nm	CRITICO
298: 16.23-17.22	7.6771 , -21.0309 nm	CRITICO
299: 16.23-17.23	1.93412 , -26.7738 nm	CRITICO
300: 16.23-17.24	1.93412 , -26.7738 nm	CRITICO
301: 16.24-17.23	7.32597 , -21.382 nm	CRITICO
302: 16.24-17.24 INTERSECAO
303: 16.24-17.25 INTERSECAO
304: 16.25-17.24	7.52174 , -21.1862 nm	CRITICO
305: 16.25-17.25 INTERSECAO
306: 16.25-17.26	1.13014 , -27.5778 nm	CRITICO
307: 16.26-17.25	8.21293 , -20.495 nm	CRITICO
308: 16.26-17.26	1.77663 , -26.9313 nm	CRITICO
309: 16.26-17.27	2.41217 , -26.2958 nm	CRITICO
310: 16.27-17.26	8.67348 , -20.0345 nm	CRITICO
311: 16.27-17.27	1.02168 , -27.6863 nm	CRITICO
312: 16.27-17.28	1.02168 , -27.6863 nm	CRITICO
313: 16.28-17.27	8.30087 , -20.4071 nm	CRITICO
314: 16.28-17.28 INTERSECAO
315: 16.28-17.29	1.26914 , -27.4388 nm	CRITICO
316: 16.29-17.28	9.18752 , -19.5204 nm	CRITICO
317: 16.29-17.29	2.66121 , -26.0467 nm	CRITICO
318: 16.29-17.30	3.14286 , -25.5651 nm	CRITICO
319: 16.30-17.29	11.3095 , -17.3985 nm	CRITICO
320: 16.30-17.30 INTERSECAO
321: 16.30-17.31 INTERSECAO
322: 16.31-17.30	9.02801 , -19.6799 nm	CRITICO
323: 16.31-17.31	0.108476 , -28.5995 nm	CRITICO
324: 16.31-21.31	24.2424 , -2.67899 nm	CRITICO
325: 18.2-19.2	27.894 , 0.515522 nm
326: 18.2-19.3	27.317 , -0.0614106 nm	CRITICO
327: 18.3-19.2	27.9207 , 0.5422 nm
328: 18.3-19.3	16.528 , -10.8504 nm	CRITICO
329: 18.3-19.4	14.3794 , -12.9991 nm	CRITICO
330: 18.4-19.3	19.3193 , -8.05917 nm	CRITICO
331: 18.4-19.4	10.5316 , -16.8468 nm	CRITICO
332: 18.4-19.5	9.01749 , -18.361 nm	CRITICO
333: 18.5-19.4	19.2393 , -8.13911 nm	CRITICO
334: 18.5-19.5	5.3885 , -21.9899 nm	CRITICO
335: 18.5-19.6	4.10754 , -23.2709 nm	CRITICO
336: 18.6-19.5	19.7645 , -7.61397 nm	CRITICO
337: 18.6-19.6	3.71609 , -23.6624 nm	CRITICO
338: 18.6-19.7	3.71609 , -23.6624 nm	CRITICO
339: 18.7-19.6	20.9127 , -6.46577 nm	CRITICO
340: 18.7-19.7	3.90814 , -23.4703 nm	CRITICO
341: 18.7-19.8	5.51346 , -21.865 nm	CRITICO
342: 18.8-19.7	22.1492 , -5.22923 nm	CRITICO
343: 18.8-19.8	5.3978 , -21.9807 nm	CRITICO
344: 18.8-19.9	5.31046 , -22.068 nm	CRITICO
345: 18.9-19.8	22.3359 , -5.04251 nm	CRITICO
346: 18.9-19.9	5.31046 , -22.068 nm	CRITICO
347: 18.9-19.10	5.95813 , -21.4203 nm	CRITICO
348: 18.10-19.9	22.7186 , -4.6598 nm	CRITICO
349: 18.10-19.10	6.72823 , -20.6502 nm	CRITICO
350: 18.10-19.11	7.42689 , -19.9516 nm	CRITICO
