p		#cnt 0
1
30
1000 0 0
1007.07 70.1506 1
1014.14 140.301 2
1014.38 215.009 3
1012.4 290.713 4
1009.87 367.176 5
1008.7 443.655 6
1007.37 520.462 7
1005.81 597.176 8
1003.86 674.114 9
1000.83 750.976 10
998.086 828.02 11
996.351 904.872 12
992.277 981.75 13
987.922 1058.52 14
984.918 1135.49 15
982.179 1212.39 16
979.775 1289.4 17
979.461 1366.19 18
979.701 1442.97 19
977.756 1519.47 20
973.699 1595.96 21
968.158 1672.35 22
963.258 1749.26 23
960.465 1826.14 24
958.593 1903.43 25
956.188 1980.51 26
953.954 2057.5 27
951.374 2133.89 28
947.351 2209.75 29
939.831 2283.09 30
7.06895 70.1506 0 
7.06895 70.1506 0.0686609 
0.246161 74.7076 0.0336414 
-0.851 75.6064 0.00367763 
-1.05607 76.1632 0.00267715 
-1.32562 76.3626 0.00353834 
-1.54741 76.3975 0.00232661 
-1.69616 76.3514 0.00164555 
-1.81012 76.2666 0.00145149 
-1.9164 76.1608 0.00135632 
-2.0072 76.0463 0.00109529 
-2.10717 75.9278 0.00193377 
-2.29553 75.8047 0.0027222 
-2.4823 75.6939 0.00223858 
-2.62272 75.6008 0.00141764 
-2.68884 75.5154 0.000373101 
-2.68113 75.4274 -0.000412874 
-2.62738 75.3253 -0.000993008 
-2.53856 75.2192 -0.00116704 
-2.46038 75.1169 -0.000765913 
-2.41187 75.0198 -0.000414679 
-2.3893 74.9294 0.000109145 
-2.40705 74.857 0.000218917 
-2.39488 74.8075 -0.000522032 
-2.3251 74.772 -0.0012032 
-2.21809 74.7386 -0.00145323 
-2.10378 74.7037 -0.0015069 
-1.98815 74.6709 -0.00141425 
-1.88187 74.6438 -0.0014545 
-1.76356 74.632 -0.00164096 
p		#cnt 1
1
30
1040 0 31
1031.16 87.3832 32
1022.32 174.766 33
1020.92 254.177 34
1016.73 332.072 35
1015.1 409.604 36
1010.86 486.525 37
1013.29 563.578 38
1007.92 640.597 39
1009.55 717.585 40
1004.96 794.493 41
1002.64 871.485 42
997.509 948.116 43
997.026 1025.22 44
989.833 1102.23 45
991.52 1179.44 46
987.907 1256.08 47
985.788 1332.71 48
981.808 1409.27 49
985.51 1485.85 50
979.055 1562.47 51
978.669 1639.21 52
970.327 1715.97 53
969.021 1792.95 54
964.159 1870.11 55
967.06 1947.02 56
960.459 2023.71 57
960.307 2100.57 58
953.413 2177.68 59
953.5 2256.09 60
918.662 2334.24 61
-8.84043 87.3832 0 
-8.84043 87.3832 -0.0550296 
-1.40381 79.4109 -0.00519627 
-1.10584 77.8443 -0.000424815 
-1.19584 77.1888 0.00298763 
-1.43314 76.7985 0.00240514 
-1.56291 76.5594 0.00207919 
-1.75495 76.3666 0.00192965 
-1.8338 76.2212 0.00106471 
-1.94926 76.0825 0.00154477 
-2.0516 75.9567 0.00166778 
-2.20439 75.8292 0.00217304 
-2.37486 75.727 0.00254937 
-2.56014 75.6233 0.00177969 
-2.63313 75.5463 0.000604889 
-2.65877 75.4533 -0.000264125 
-2.59314 75.3408 -0.000816967 
-2.52895 75.2315 -0.00118618 
-2.42869 75.1211 -0.000834028 
-2.39737 75.0217 -0.000486644 
-2.34239 74.9275 -0.000236231 
-2.36638 74.8406 0.000587038 
-2.38649 74.7849 -5.94868e-06 
-2.34458 74.7602 -0.00130437 
-2.20804 74.7265 -0.00170672 
-2.09556 74.7003 -0.00150925 
-1.97537 74.6599 -0.00121638 
-1.88262 74.6266 -0.00177437 
-1.68898 74.6003 -0.00253594 
-1.51879 74.666 -0.00192571 
p		#cnt 2
1
30
1080 0 62
1074.71 76.3288 63
1069.42 152.658 64
1064.05 228.89 65
1059.06 305.226 66
1054.98 381.802 67
1051.68 458.325 68
1049.27 535.049 69
1047.67 611.983 70
1046.94 689.281 71
1044.18 767.291 72
1041.05 844.986 73
1034.88 922.416 74
1023.14 998.989 75
1013.45 1075.71 76
1009.87 1152.53 77
1012.9 1228.97 78
1020.65 1305.03 79
1022.54 1381.98 80
1018.05 1458.61 81
1010.36 1535.12 82
998.02 1611.01 83
987.252 1687.35 84
981.701 1764.31 85
981.226 1841.54 86
985.74 1918.93 87
994.952 1995.8 88
996.924 2073.06 89
983.984 2148.82 90
966.044 2223.78 91
945.85 2297.97 92
-5.29111 76.3288 0 
-5.29111 76.3288 0.000718543 
-5.3629 76.2323 0.00019543 
-5.31816 76.1895 -0.00145777 
-5.1165 76.1549 -0.00379762 
-4.72974 76.1278 -0.00622084 
-4.17109 76.1035 -0.00815498 
-3.50187 76.0772 -0.00895919 
-2.83402 76.0432 -0.00791807 
-2.30724 76.0187 -0.00543153 
-1.99686 75.986 -0.00242724 
-1.96938 75.9389 0.00232928 
-2.2924 75.8062 0.00531956 
-2.6481 75.6802 0.00377981 
-2.83317 75.6093 0.00115466 
-2.808 75.5408 -0.00216709 
-2.58183 75.3962 -0.00295112 
-2.45039 75.2671 -0.000639047 
-2.42084 75.1423 -0.000582476 
-2.33092 75.0278 -0.000927829 
-2.27876 74.9272 -0.000114405 
-2.28753 74.845 0.000792724 
-2.36855 74.7862 0.00102815 
-2.39126 74.7503 -0.000713106 
-2.27008 74.717 -0.00203498 
-2.12562 74.6626 -0.0017034 
-2.01331 74.6228 -0.00134694 
-1.90945 74.6018 -0.00115705 
-1.81566 74.5853 -0.00127799 
-1.69749 74.587 -0.00159246 
p		#cnt 3
1
30
1120 0 93
1126.13 78.8773 94
1132.26 157.755 95
1119.29 239.354 96
1101.07 320.367 97
1081.62 401.255 98
1068.11 483.056 99
1068.44 565.729 100
1087.38 646.055 101
1118.74 721.733 102
1136.4 800.185 103
1117.99 878.132 104
1078.31 948.714 105
1046.97 1023.86 106
1029.93 1103.69 107
1034.78 1185.49 108
1060.79 1264 109
1102 1334.62 110
1122.32 1411.92 111
1099.99 1488.7 112
1055.41 1557.23 113
1021.04 1631.64 114
