p		#cnt 0
1
30
1000 0 0
998.302 63.0466 1
996.603 126.093 2
988.897 189.624 3
980.828 252.769 4
971.579 315.797 5
962.112 378.828 6
951.795 441.861 7
939.963 504.731 8
926.827 567.39 9
912.569 629.914 10
898.1 692.477 11
883.223 755.05 12
867.341 817.515 13
851.145 879.945 14
834.851 942.411 15
819.91 1005.23 16
805.796 1068.31 17
792.63 1131.72 18
778.916 1195.23 19
766.103 1259.14 20
753.794 1323.39 21
739.686 1387.61 22
725.182 1452.12 23
710.62 1516.99 24
695.205 1581.88 25
679.182 1646.82 26
659.593 1711.14 27
639.192 1775.07 28
616.396 1838.42 29
579.573 1892.98 30
-1.69849 63.0466 0 
-1.69849 63.0466 0.0539036 
-7.70591 63.5308 0.0694142 
-11.736 63.598 0.0537034 
-14.2041 63.6598 0.0224149 
-14.6383 63.9268 -0.0088745 
-13.5067 64.4659 -0.0254983 
-12.1625 65.0838 -0.0143078 
-11.9475 65.4747 0.000920258 
-12.1058 65.7823 0.000924907 
-12.1858 66.1062 -0.000322953 
-12.2152 66.444 -0.00173615 
-12.2416 66.7818 0.00222652 
-12.7025 66.9483 0.00908103 
-13.3198 67.0223 0.00749057 
-13.7076 67.0825 0.0049954 
-14.051 67.1045 0.00486153 
-14.3395 67.1026 0.00406283 
-14.592 67.0727 0.0037098 
-14.8111 67.0363 0.00301307 
-14.9945 66.9949 0.00307441 
-15.2136 66.9416 0.00358505 
-15.4295 66.8883 0.0029572 
-15.6043 66.8438 0.0028095 
-15.7969 66.7944 0.00287831 
-15.9691 66.7483 0.00261633 
-16.1446 66.6922 0.00286717 
-16.3233 66.6337 0.00253829 
-16.4727 66.5789 0.00247681 
-16.6222 66.4781 0.00287038 
p		#cnt 1
1
30
1040 0 31
1040.63 73.1037 32
1041.26 146.207 33
1041.13 219.555 34
1036.44 292.854 35
1028.35 365.882 36
1016.71 438.452 37
1001.61 510.426 38
983.341 581.739 39
962.494 652.432 40
939.606 722.575 41
915.605 792.423 42
891.737 862.33 43
869.068 932.75 44
848.565 1003.94 45
831.472 1076.11 46
819.088 1149.26 47
811.268 1222.93 48
808.663 1296.91 49
812.27 1370.74 50
824.136 1443.62 51
843.848 1514.41 52
865.169 1583.75 53
882.252 1653.2 54
887.424 1723.55 55
869.047 1791.11 56
821.336 1843.04 57
752.994 1867 58
679.291 1880.6 59
612.701 1912.33 60
555.633 1960.32 61
0.630404 73.1037 0 
0.630404 73.1037 0.00711194 
-0.129466 73.3474 0.00281946 
-0.187637 73.2623 0.000201358 
-0.282164 73.0815 0.00358923 
-0.744783 72.7806 0.0105305 
-1.77121 72.3178 0.0193006 
-3.41508 71.666 0.027831 
-5.59223 70.8376 0.0343753 
-8.10642 69.8856 0.0373317 
-10.6031 68.9303 0.033084 
-12.474 68.1501 0.0202296 
-13.4269 67.7639 0.00927888 
-13.9278 67.5785 0.00569093 
-14.2797 67.4761 0.00429902 
-14.5639 67.4196 0.00362137 
-14.8385 67.3937 0.00409425 
-15.1608 67.4023 0.00421785 
-15.4326 67.4294 0.00315765 
-15.6244 67.4705 0.0021909 
-15.7518 67.5121 0.00150302 
-15.8421 67.5415 0.00118405 
-15.9268 67.5604 0.00132788 
-16.0419 67.5646 0.0020406 
-16.2157 67.5125 0.00317997 
-16.4058 67.3343 0.0040889 
-16.5081 67.0475 0.00415358 
-16.566 66.7683 0.00333007 
-16.66 66.5713 0.00280571 
-16.7984 66.4103 0.00286812 
p		#cnt 2
1
30
1080 0 62
1077.12 75.8302 63
1074.24 151.66 64
1074.33 226.018 65
1069.4 300.766 66
1060.95 375.268 67
1048.91 449.299 68
1033.37 522.638 69
1014.7 595.129 70
993.541 666.72 71
970.449 737.487 72
946.46 807.623 73
922.698 877.469 74
900.091 947.355 75
879.891 1017.52 76
863.368 1088.19 77
851.788 1159.43 78
844.513 1231.24 79
842.297 1303.34 80
846.145 1375.35 81
858.54 1446.32 82
878.921 1515.83 83
899.993 1586.49 84
915.207 1659.99 85
916.198 1736.13 86
892.401 1809.63 87
840.135 1867.54 88
768.149 1898.69 89
694.481 1918.5 90
627.033 1950.83 91
564.636 1996.02 92
-2.87804 75.8302 0 
-2.87804 75.8302 -0.0300069 
0.0910486 74.3578 0.00494074 
-0.129447 73.906 0.00216055 
-0.296622 73.6059 0.00424481 
-0.82101 73.3418 0.0110951 
-1.92659 72.9938 0.0196924 
-3.64832 72.4723 0.0280099 
-5.88344 71.7401 0.0343344 
-8.39961 70.8174 0.0363891 
-10.7914 69.8251 0.0316269 
-12.589 68.9643 0.0209903 
-13.606 68.3737 0.0109055 
-14.1111 68.0238 0.00576699 
-14.4137 67.8145 0.00390479 
-14.6574 67.6882 0.00352368 
-14.9181 67.6107 0.00390242 
-15.2035 67.5693 0.0038622 
-15.4558 67.5582 0.003005 
-15.6342 67.5697 0.00196194 
-15.7493 67.589 0.00134536 
-15.8406 67.6081 0.00124136 
-15.9407 67.6271 0.00154203 
-16.0819 67.6319 0.00222227 
-16.2785 67.5727 0.0030976 
-16.4823 67.3915 0.00384216 
-16.6035 67.1023 0.0040116 
-16.6663 66.8242 0.00329717 
-16.7502 66.6228 0.00272548 
-16.8697 66.4494 0.00273478 
p		#cnt 3
1
30
1120 0 93
1124.94 71.5245 94
1129.87 143.049 95
1134.59 214.591 96
1139.05 286.153 97
1143.12 357.74 98
1146.69 429.358 99
1149.78 501.001 100
1152.65 572.655 101
1155.36 644.317 102
1157.93 715.987 103
1160.1 787.665 104
1161.76 859.359 105
1163.19 931.06 106
1164.45 1002.76 107
1165.58 1074.47 108
1166.3 1146.18 109
1166.52 1217.9 110
1166.5 1289.62 111
1166.32 1361.34 112
1166.01 1433.06 113
1165.29 1504.77 114
1163.94 1576.48 115
1162.49 1648.18 116
1161.05 1719.88 117
1159.71 1791.59 118
1158.08 1863.28 119
1156.05 1934.96 120
