p		#cnt 0
1
30
1000 0 0
1008.94 82.4319 1
1017.87 164.864 2
1005.17 247.352 3
994.472 330.19 4
998.712 412.948 5
995.576 496.988 6
990.723 580.287 7
988.874 663.537 8
994.38 746.276 9
993.435 829.803 10
991.166 912.771 11
990.995 996.438 12
1004.57 1078.31 13
1008.69 1161.88 14
1009.9 1245.38 15
1014.51 1329.01 16
1032.67 1410.34 17
1043.27 1493.35 18
1047.69 1577.05 19
1059.21 1659.61 20
1085.56 1738.66 21
1101.19 1821.13 22
1108.29 1903.52 23
1115.99 1985.71 24
1136.77 2065.04 25
1135.23 2147.67 26
1121.5 2228.9 27
1102.7 2309.11 28
1080.18 2388.86 29
1066.92 2471.89 30
8.93662 82.4319 0 
8.93662 82.4319 0.186706 
-12.699 82.4886 0.0316513 
-13.2197 82.3623 -0.0218969 
-10.0886 82.4115 -0.038818 
-7.71493 82.5261 -0.0213456 
-6.32075 82.5391 -0.0105012 
-5.74126 82.4939 -0.00741115 
-4.96178 82.4236 -0.00897314 
-4.35024 82.4293 -0.00697145 
-3.65824 82.4555 -0.0101407 
-2.76691 82.4616 -0.00943916 
-2.13861 82.3517 -0.00708987 
-1.52243 82.317 -0.00737137 
-0.94125 82.3054 -0.00642901 
-0.437627 82.2734 -0.00586694 
0.0408539 82.1664 -0.00582544 
0.516056 82.105 -0.00565917 
0.981518 82.0783 -0.0054003 
1.41539 82.0173 -0.00519139 
1.82627 81.8825 -0.00517021 
2.25185 81.8044 -0.00516016 
2.67768 81.7691 -0.00515595 
3.09789 81.7301 -0.00505395 
3.49272 81.6271 -0.00489135 
3.8917 81.6354 -0.00479565 
4.28193 81.7028 -0.00483203 
4.67113 81.7959 -0.00486913 
5.05879 81.9073 -0.00486622 
5.46248 81.9738 -0.00486594 
p		#cnt 1
1
30
1040 0 31
1045.69 67.4089 32
1051.37 134.818 33
1037.81 212.692 34
1025.1 292.63 35
1021.17 373.707 36
1018.85 456.504 37
1016.14 539.474 38
1014.15 622.561 39
1015.6 705.327 40
1016.32 788.391 41
1016.25 871.253 42
1016.45 954.261 43
1021.92 1036.38 44
1027.87 1119.47 45
1032.43 1202.49 46
1037.32 1285.38 47
1047.79 1367.33 48
1059.55 1449.76 49
1069.14 1532.79 50
1079.86 1615.03 51
1097.1 1695.43 52
1114.74 1777.15 53
1128.48 1859.34 54
1139.01 1941.58 55
1152.45 2022.28 56
1159.59 2106.11 57
1151.2 2189.62 58
1134.77 2271.43 59
1112.43 2350.69 60
1060.38 2423.64 61
5.68629 67.4089 0 
5.68629 67.4089 0.195031 
-13.5616 77.8739 0.109452 
-14.9791 79.8142 -0.0352075 
-12.0752 81.1274 -0.0383704 
-9.15403 81.7439 -0.0315847 
-7.06944 82.0404 -0.0189723 
-5.93211 82.1641 -0.0097919 
-5.26644 82.188 -0.00721271 
-4.65213 82.2076 -0.00767323 
-3.97506 82.224 -0.00880785 
-3.20708 82.2348 -0.00937592 
-2.46744 82.2028 -0.00843474 
-1.81368 82.168 -0.00746208 
-1.20917 82.145 -0.00712461 
-0.651584 82.1215 -0.00603151 
-0.195597 82.0688 -0.00557785 
0.289321 82.0057 -0.00594028 
0.766889 81.9548 -0.00551867 
1.2021 81.9018 -0.00508101 
1.60494 81.819 -0.0050203 
2.027 81.7318 -0.00530718 
2.46925 81.6618 -0.00533681 
2.89492 81.6103 -0.00497992 
3.28649 81.5471 -0.00479982 
3.69101 81.515 -0.00483413 
4.09435 81.5576 -0.0048312 
4.48953 81.639 -0.00484395 
4.87375 81.7493 -0.00486239 
5.22754 82.0044 -0.00486915 
p		#cnt 2
1
30
1080 0 62
1067.54 89.8799 63
1055.09 179.76 64
1038.18 262.261 65
1030.39 344.571 66
1031.13 426.952 67
1029.48 509.812 68
1023.53 592.786 69
1021.3 675.686 70
1029.84 758.246 71
1026.9 841.638 72
1023.31 924.338 73
1028.49 1006.81 74
1035.95 1089.12 75
1038.09 1172.24 76
1043.47 1254.8 77
1051.32 1337.31 78
1066.82 1418.85 79
1075.62 1501.65 80
1083.08 1584.23 81
1096.08 1666.04 82
1120.44 1745.64 83
1135.42 1828.04 84
1142.7 1911.24 85
1154.29 1993.35 86
1171.11 2074.71 87
1168.53 2159.58 88
1154.1 2243.27 89
1134.34 2325.84 90
1113.38 2408.52 91
1023.23 2466.97 92
-12.4558 89.8799 0 
-12.4558 89.8799 0.0443286 
-16.9038 82.5016 0.00183683 
-13.8017 82.0347 -0.0536196 
-9.8559 81.9104 -0.0387298 
-7.48348 81.9723 -0.0204582 
-6.22788 82.1012 -0.0108529 
-5.51372 82.1493 -0.00753811 
-4.88794 82.1008 -0.0075693 
-4.23814 82.1329 -0.00826249 
-3.50371 82.1746 -0.0094395 
-2.72495 82.1443 -0.0089365 
-2.0503 82.1027 -0.00764552 
-1.43988 82.1027 -0.0070433 
-0.884516 82.0805 -0.00635748 
-0.38286 82.0442 -0.00588696 
0.103145 81.9608 -0.00612364 
0.609965 81.9149 -0.00577682 
1.04973 81.8814 -0.00505914 
1.46083 81.8207 -0.00499318 
1.86195 81.7012 -0.0051014 
2.28878 81.6267 -0.0052062 
2.72013 81.5925 -0.00513882 
3.137 81.5373 -0.00499509 
3.53835 81.4575 -0.00487162 
3.94933 81.4725 -0.00482629 
4.35305 81.5443 -0.00483902 
4.75332 81.6421 -0.00486341 
5.1552 81.7461 -0.00486793 
5.43755 82.1863 -0.0048666 
p		#cnt 3
1
30
1120 0 93
1123.51 80.1821 94
1127.03 160.364 95
1132.91 238.54 96
1145.76 315.758 97
1158.95 392.09 98
1166.5 468.317 99
1162.3 544.393 100
1147.02 619.503 101
1124.47 693.279 102
1111.05 769.646 103
1117.56 847.168 104
1137.91 921.606 105
1160.62 994.35 106
1172.38 1068.94 107
1164.17 1144.19 108
1141.49 1217.21 109
1129.53 1293.77 110
1137.89 1371.17 111
1161.33 1444.73 112
