p		#cnt 0
1
30
1000 0 0
989.821 86.5032 1
979.642 173.006 2
978.412 260.555 3
979.446 348.398 4
982.576 436.279 5
983.598 523.708 6
984.474 611.124 7
987.339 698.888 8
990.895 786.808 9
991.317 874.161 10
990.892 961.407 11
990.156 1048.88 12
989.259 1136.53 13
987.471 1223.76 14
985.328 1310.88 15
983.116 1398.27 16
980.841 1485.89 17
977.912 1573.09 18
976.99 1660.25 19
977.466 1747.73 20
976.479 1835.34 21
968.926 1922.06 22
957.269 2008.25 23
944.742 2094.9 24
927.065 2180.38 25
907.028 2265.27 26
889.555 2351.27 27
874.459 2437.93 28
863.821 2524.92 29
860.321 2612.41 30
-10.1792 86.5032 0 
-10.1792 86.5032 -0.0773699 
-1.22954 87.5483 -0.000868029 
-1.36773 87.5579 9.59659e-05 
-1.03179 87.554 -0.00624727 
-0.390535 87.5569 -0.00857598 
0.39563 87.5593 -0.00843346 
0.979187 87.5428 -0.00462283 
1.28488 87.5303 -0.00345584 
1.63775 87.5284 -0.00411107 
1.9325 87.5283 -0.00235202 
2.04423 87.527 -0.000449827 
2.0665 87.5264 -0.000442866 
2.1489 87.5283 -0.00137749 
2.27716 87.5323 -0.00129904 
2.3916 87.5367 -0.00177537 
2.61183 87.5456 -0.00307009 
2.91101 87.5594 -0.00378788 
3.26294 87.5667 -0.00419218 
3.63218 87.5676 -0.00422089 
3.99435 87.5738 -0.00399009 
4.33622 87.6049 -0.00405104 
4.69649 87.6547 -0.00418176 
5.04701 87.7062 -0.00390722 
5.36407 87.7721 -0.00345791 
5.63668 87.8366 -0.00302563 
5.88954 87.8882 -0.00289845 
6.1462 87.9335 -0.00309169 
6.42888 87.9689 -0.00337625 
6.72959 87.982 -0.00346809 
p		#cnt 1
1
30
1040 0 31
1052.46 73.7071 32
1064.92 147.414 33
1078.67 220.403 34
1093.13 293.442 35
1101.85 367.79 36
1107.18 443.219 37
1112.01 519.365 38
1116.22 595.738 39
1121.07 672.562 40
1125.8 749.784 41
1129.59 826.948 42
1132.54 904.282 43
1133.97 982.111 44
1132.36 1060.03 45
1129.5 1138.52 46
1126.17 1217.57 47
1124.34 1296.65 48
1126.67 1375.78 49
1133.46 1454.58 50
1143.55 1532.57 51
1156.36 1609.84 52
1169.95 1686.71 53
1180.32 1763.47 54
1188.28 1841.49 55
1190.87 1919.77 56
1191.87 1997.4 57
1194.33 2074.11 58
1198.13 2149.28 59
1204.15 2224.22 60
1213.94 2299.84 61
12.4579 73.7071 0 
12.4579 73.7071 0.000707182 
13.7591 72.9894 -0.0591225 
15.7907 72.805 0.00318086 
14.0814 73.466 0.0361464 
11.4048 74.2875 0.0340672 
9.34909 75.0278 0.0213188 
8.14796 75.6128 0.0134097 
7.15282 76.1153 0.0143902 
6.02895 76.5648 0.0144045 
5.10077 76.9244 0.00996435 
4.52741 77.1939 0.00547507 
4.2254 77.3943 0.00273738 
4.04391 77.5465 0.00230688 
3.8314 77.6708 0.00288728 
3.61059 77.7775 0.0023274 
3.48002 77.8746 0.000900274 
3.47301 77.9597 -0.000688403 
3.60256 78.0201 -0.00249392 
3.86953 78.0452 -0.00404107 
4.22659 78.0347 -0.00491077 
4.63449 78.002 -0.00556153 
5.08688 77.9722 -0.00604728 
5.56991 77.9481 -0.00626547 
6.06393 77.952 -0.00629434 
6.54812 77.9622 -0.00618469 
7.02258 77.9602 -0.00622112 
7.49593 77.9463 -0.00635192 
7.97447 77.9151 -0.00638425 
8.4569 77.8569 -0.00636736 
p		#cnt 2
1
30
1080 0 62
1078.63 67.8392 63
1077.26 135.678 64
1090.79 206.669 65
1104.73 278.995 66
1113.16 353.612 67
1117.66 429.892 68
1122.99 506.225 69
1128.24 582.913 70
1132.51 660.431 71
1137.47 737.671 72
1142.44 814.974 73
1145.61 892.842 74
1147.16 970.674 75
1146.05 1048.76 76
1142.15 1127.7 77
1137.81 1206.65 78
1135.52 1285.89 79
1137.01 1365.23 80
1144.08 1443.56 81
1155.35 1521.24 82
1168.35 1598.66 83
1182.88 1675.03 84
1194.62 1751.82 85
1202.12 1830.82 86
1204.5 1909.55 87
1204.26 1987.72 88
1206.89 2065.04 89
1213.82 2140.98 90
1220.13 2215.59 91
1228.94 2288.49 92
-1.37201 67.8392 0 
-1.37201 67.8392 -0.14718 
13.5342 70.9909 -0.0730128 
15.142 71.9576 0.016225 
13.2677 73.348 0.0320695 
11.1522 74.6006 0.0270268 
9.44036 75.4881 0.0189 
8.39262 76.0908 0.011148 
7.52347 76.5476 0.0143797 
6.28255 76.9951 0.0157783 
5.33515 77.3069 0.00970946 
4.76183 77.5007 0.00548054 
4.43858 77.6153 0.00339707 
4.18372 77.7087 0.00327277 
3.8991 77.7858 0.00394171 
3.58769 77.8579 0.00330276 
3.4112 77.9282 0.00113591 
3.39864 77.994 -0.000711069 
3.52986 78.0375 -0.00261871 
3.81161 78.0417 -0.00430454 
4.18518 78.0146 -0.00507234 
4.59413 77.9639 -0.00554983 
5.04278 77.9157 -0.00602467 
5.52895 77.8846 -0.00618073 
6.01391 77.8837 -0.00613525 
6.49159 77.8982 -0.00608524 
6.96444 77.8945 -0.00620002 
7.4445 77.8602 -0.00638658 
7.92424 77.8261 -0.00645882 
8.39713 77.7729 -0.00649098 
p		#cnt 3
1
30
1120 0 93
1123.92 80.9751 94
1127.85 161.95 95
1134.07 244.942 96
1143.72 326.935 97
1158.01 406.571 98
1155.66 487.601 99
1161.06 568.071 100
1173.81 646.287 101
1172.09 726.224 102
1177.68 805.827 103
1191.77 883.176 104
1184.09 961.328 105
1183.1 1039.95 106
1186.91 1117.46 107
1171.78 1194.64 108
1165.15 1273.95 109
1177.05 1352.37 110
1176.73 1432.25 111
1188.64 1511.52 112
1210.68 1587.69 113
1218.98 1666.69 114
1231.64 1745.11 115
1245.23 1822.14 116
1241.46 1901.46 117
1243.83 1980.89 118
