p		#cnt 0
1
30
1000 0 0
1008.6 68.6222 1
1017.2 137.244 2
1013.72 207.868 3
1006.23 278.365 4
997.611 348.719 5
991.791 419.327 6
987.002 490.063 7
981.723 560.718 8
971.741 630.787 9
961.799 700.921 10
954.911 771.452 11
949.632 842.052 12
942.356 912.426 13
929.513 982.105 14
914.929 1051.65 15
900.948 1121.32 16
886.638 1190.92 17
871.292 1260.34 18
858.816 1330.31 19
844.721 1400.16 20
828.636 1469.29 21
813.118 1538.32 22
802.536 1608.11 23
791.213 1677.94 24
778.019 1747.26 25
763.991 1816.12 26
758.076 1886.33 27
760.328 1956.92 28
751.862 2027.47 29
726.809 2094.16 30
8.60146 68.6222 0 
8.60146 68.6222 0.115034 
-3.48289 70.6234 0.0707885 
-7.43929 70.5137 0.0454011 
-10.165 70.3196 0.031321 
-11.7849 70.2291 0.0138311 
-12.0924 70.1914 -0.0048253 
-11.5691 70.2028 -0.00356282 
-11.8648 70.1425 0.0097374 
-12.6008 70.0413 0.00883538 
-13.0996 69.9977 0.00758331 
-13.795 69.9663 0.011531 
-14.6458 69.9127 0.011942 
-15.4323 69.8084 0.0104374 
-16.1211 69.707 0.00926589 
-16.745 69.6255 0.00840308 
-17.3047 69.5532 0.00744489 
-17.8044 69.4837 0.00685043 
-18.2665 69.4399 0.00594466 
-18.6167 69.404 0.00368354 
-18.8239 69.3848 0.00280035 
-19.048 69.3627 0.00332096 
-19.2735 69.3541 0.00293697 
-19.4597 69.3483 0.00230897 
-19.6079 69.3417 0.00191071 
-19.7377 69.3327 0.00180351 
-19.8708 69.3348 0.00202373 
-20.0322 69.3478 0.00261363 
-20.2465 69.3247 0.00349141 
-20.5028 69.2323 0.00399041 
p		#cnt 1
1
30
1040 0 31
1035.31 73.0523 32
1030.62 146.105 33
1027.21 218.083 34
1019.51 289.436 35
1010.67 360.201 36
1005.01 430.918 37
998.818 501.535 38
991.656 572.272 39
981.511 642.45 40
972.096 712.54 41
966.292 783.078 42
960.005 853.688 43
950.167 924.187 44
937.245 994.183 45
923.508 1064.14 46
908.807 1133.88 47
892.815 1203.21 48
878.429 1272.68 49
867.238 1342.66 50
853.615 1412.66 51
837.524 1482.04 52
821.735 1550.84 53
813.725 1620.82 54
803.36 1690.91 55
788.397 1760.3 56
771.644 1828.67 57
768.69 1899.02 58
773.028 1969.62 59
760.419 2040.66 60
730.502 2107.93 61
-4.68829 73.0523 0 
-4.68829 73.0523 -0.0272277 
-3.41671 71.9782 0.0597249 
-7.61115 71.4083 0.0523277 
-10.5302 70.8856 0.0304013 
-12.0498 70.563 0.014574 
-12.6657 70.3217 0.00275848 
-12.6146 70.2482 -0.000712999 
-12.7614 70.1964 0.00473141 
-13.1895 70.1288 0.00662357 
-13.6583 70.094 0.00707566 
-14.2296 70.0505 0.00924637 
-14.943 69.9717 0.0104296 
-15.6571 69.8726 0.00966943 
-16.301 69.7788 0.00864333 
-16.8801 69.6896 0.00777271 
-17.3968 69.6031 0.00698075 
-17.8668 69.5375 0.00641294 
-18.292 69.4993 0.00545333 
-18.6321 69.4599 0.00419001 
-18.8917 69.4245 0.00315248 
-19.1047 69.4028 0.00322683 
-19.3437 69.3993 0.00311507 
-19.5197 69.3919 0.00187769 
-19.6329 69.3808 0.00157273 
-19.7541 69.3632 0.00180724 
-19.8845 69.3694 0.00193592 
-20.0547 69.3908 0.00325355 
-20.3365 69.3476 0.00414511 
-20.6019 69.2316 0.00382907 
p		#cnt 2
1
30
1080 0 62
1078.24 69.3103 63
1076.47 138.621 64
1069.37 207.926 65
1057.18 276.708 66
1044.42 345.043 67
1041.24 414.933 68
1035.06 485.394 69
1025.68 555.997 70
1014.91 625.705 71
1009.2 696.558 72
999.593 767.325 73
987.583 836.928 74
981.381 907.321 75
971.21 977.695 76
958.627 1048.11 77
944.258 1118.1 78
928.209 1187.68 79
913.464 1257.12 80
903.755 1327.91 81
887.012 1397.52 82
876.506 1467.84 83
861.747 1537.47 84
848.377 1607.47 85
836.301 1677.81 86
824.757 1747.85 87
814.503 1817.96 88
803.115 1886 89
793.16 1955.18 90
773.797 2022.81 91
748.86 2088.53 92
-1.76284 69.3103 0 
-1.76284 69.3103 0.0435747 
-7.10755 69.3051 0.0568955 
-10.7478 68.923 0.044652 
-12.8456 68.6654 0.0132857 
-13.0029 68.8038 0.000116827 
-13.2239 69.0846 0.00104829 
-13.1189 69.4742 -0.00252258 
-13.1561 69.7535 0.00219739 
-13.4435 69.9446 0.00497287 
-13.859 70.0521 0.00617998 
-14.3531 70.0796 0.00762413 
-14.9421 70.1028 0.00874463 
-15.5734 70.07 0.00886893 
-16.1931 70.004 0.00848095 
-16.7715 69.9216 0.00781782 
-17.2952 69.8322 0.00705773 
-17.7683 69.7593 0.00646159 
-18.1995 69.7238 0.00546016 
-18.5427 69.6597 0.00446543 
-18.8322 69.633 0.003544 
-19.0606 69.6016 0.00330919 
-19.3031 69.564 0.00324181 
-19.497 69.5365 0.00227897 
-19.635 69.5172 0.00175895 
-19.7528 69.5021 0.00160209 
-19.8679 69.4813 0.00194597 
-20.0355 69.4621 0.00293436 
-20.2637 69.4012 0.00362338 
-20.5075 69.3113 0.00373152 
p		#cnt 3
1
30
1120 0 93
1116.86 63.4479 94
1113.72 126.896 95
1105.37 192.029 96
1095.91 258.377 97
1086.43 325.771 98
1076.56 393.654 99
1068.14 462.276 100
1061.14 531.946 101
1053.01 602.125 102
1042.95 672.746 103
1033.67 743.011 104
1024.76 813.629 105
1014.81 884.701 106
1004.14 955.992 107
990.828 1026.47 108
977.71 1096.14 109
963.553 1165.39 110
949.635 1235.16 111
937.095 1305.79 112
924.902 1377.02 113
911.746 1447.72 114
895.655 1517.45 115
881.589 1587.42 116
869.126 1658.19 117
858.14 1728.33 118
847.314 1798.73 119
836.325 1869.74 120
817.978 1937.18 121
791.804 1999.61 122
