p		#cnt 0
1
30
1000 0 0
1000.71 88.9587 1
1001.42 177.917 2
1012.03 263.052 3
1028.68 346.098 4
1046.8 427.676 5
1065.93 508.337 6
1084.19 588.66 7
1099.59 669.038 8
1115.45 749.047 9
1130.39 828.847 10
1140.91 909.037 11
1154.45 989.1 12
1175.5 1068 13
1201.34 1145.32 14
1232.04 1220.6 15
1264.3 1294.7 16
1294.55 1369.18 17
1315.01 1446.38 18
1331.05 1525 19
1342.14 1604.54 20
1358.49 1683.52 21
1389.4 1759.62 22
1423.05 1834.58 23
1459.16 1908.31 24
1489.08 1984.41 25
1499.88 2065.33 26
1522.33 2147.2 27
1556.45 2227.83 28
1614.12 2298.29 29
1712.13 2324.6 30
0.710499 88.9587 0 
0.710499 88.9587 -0.0598566 
10.6083 85.1351 -0.095371 
17.7489 83.1474 -0.0700766 
21.9218 81.547 -0.0363793 
23.7578 80.4433 -0.0127691 
23.8634 79.8518 0.00644989 
22.9798 79.5875 0.00830038 
22.5921 79.3198 0.00196936 
22.32 79.0798 0.00399189 
21.8862 78.8879 0.00519715 
21.4923 78.7315 0.00347191 
21.2429 78.5869 0.00168248 
21.0992 78.4323 0.000439954 
21.1118 78.2301 -0.00348064 
21.5363 77.8696 -0.00948362 
22.2734 77.4088 -0.0101489 
22.9063 77.0938 -0.00766038 
23.4349 76.8525 -0.00622326 
23.8144 76.6749 -0.00345355 
23.9858 76.5189 -0.00227951 
24.1406 76.3345 -0.00256825 
24.2817 76.1603 -0.00248655 
24.4309 75.9835 -0.00249322 
24.5255 75.8627 -0.000100457 
24.4454 75.8174 0.00075486 
24.4372 75.7797 -0.000245822 
24.453 75.7466 -0.000796703 
24.5982 75.6043 -0.00414161 
24.7534 75.0226 -0.00682708 
p		#cnt 1
1
30
1040 0 31
1034.94 72.5282 32
1029.87 145.056 33
1039.04 222.756 34
1054.19 301.063 35
1071.59 379.741 36
1090.32 458.646 37
1108.84 537.914 38
1125.77 617.58 39
1141.74 697.321 40
1156.7 777.022 41
1169.51 856.727 42
1182.27 935.933 43
1199.34 1014.22 44
1221.96 1090.86 45
1249.29 1165.78 46
1278.34 1239.93 47
1309 1313.99 48
1334.45 1390.55 49
1354.04 1469.23 50
1369.15 1548.67 51
1383.87 1627.07 52
1407.7 1703.67 53
1436.87 1778.41 54
1467.34 1852.73 55
1499.19 1927.22 56
1521.87 2005.56 57
1539.44 2085.26 58
1561.2 2164.64 59
1601.46 2236.62 60
1672.69 2281.22 61
-5.06312 72.5282 0 
-5.06312 72.5282 -0.11875 
9.1712 77.6993 -0.12578 
15.9936 78.255 -0.060736 
20.1104 78.4242 -0.0413286 
22.7455 78.4652 -0.0218407 
23.7583 78.5921 -0.00289907 
23.5542 78.7895 0.00672673 
22.9882 78.8933 0.00610743 
22.5982 78.8696 0.00404166 
22.2126 78.7851 0.00531333 
21.725 78.6749 0.00557716 
21.3174 78.5368 0.00337511 
21.0827 78.3463 0.00104079 
20.9478 78.1018 0.000449253 
20.9607 77.7707 -0.00619983 
21.6457 77.2509 -0.0115348 
22.3594 76.8586 -0.00829828 
22.9289 76.6167 -0.00750484 
23.4949 76.4597 -0.00593062 
23.8051 76.3292 -0.00277831 
23.9182 76.1943 -0.000832346 
23.9327 76.0644 -0.00168198 
24.1197 75.8879 -0.00364602 
24.3229 75.7199 -0.00202337 
24.3509 75.653 0.000711405 
24.2292 75.6397 0.0017642 
24.1355 75.65 -0.000117377 
24.2777 75.5588 -0.00403189 
24.51 75.1663 -0.00611855 
p		#cnt 2
1
30
1080 0 62
1081.35 72.9132 63
1082.7 145.826 64
1095.06 220.161 65
1112.52 293.977 66
1130.42 367.71 67
1147.73 441.998 68
1164.59 517.087 69
1180.51 592.601 70
1196.02 668.511 71
1210.51 745.067 72
1223.65 822.107 73
1237.5 900.019 74
1252.36 977.883 75
1269.62 1055.37 76
1289.36 1132.57 77
1311.03 1209.35 78
1334.98 1285.68 79
1357.86 1361.94 80
1379.4 1438.6 81
1398.19 1515.33 82
1415.76 1592.66 83
1436.14 1669.37 84
1461.2 1744.78 85
1490.3 1818.6 86
1518.43 1892.93 87
1537.96 1968.66 88
1550.42 2045.8 89
1569.59 2122.23 90
1611.03 2189.52 91
1653.49 2254.01 92
1.34945 72.9132 0 
1.34945 72.9132 -0.088315 
12.3635 74.3342 -0.0986724 
18.7082 73.843 -0.0704222 
22.9258 73.3589 -0.0415225 
24.9246 73.1452 -0.010901 
24.8453 73.3424 0.0107796 
23.8003 73.7884 0.0160578 
22.6382 74.2712 0.0166699 
21.3574 74.7678 0.0176982 
20.1072 75.2493 0.0156143 
19.1185 75.7004 0.010776 
18.5817 76.0723 0.00419559 
18.5803 76.3308 -0.00262117 
19.0548 76.4483 -0.00781522 
19.8728 76.4328 -0.0123351 
20.9311 76.3009 -0.0122806 
21.7392 76.1535 -0.00889005 
22.3672 76.0064 -0.00728037 
22.7958 75.8869 -0.00315781 
22.8976 75.8219 -0.00128105 
23.0815 75.7557 -0.00336932 
23.3834 75.6579 -0.00457899 
23.7296 75.545 -0.00404525 
23.9507 75.4644 -0.00187507 
24.0037 75.4471 0.000543452 
23.8807 75.4597 0.00230559 
23.7429 75.4797 0.000243532 
23.8657 75.3923 -0.00370803 
24.1738 75.2061 -0.00513706 
p		#cnt 3
1
30
1120 0 93
1118.11 71.9646 94
1116.21 143.929 95
1128.43 216.733 96
1145.65 289.713 97
1163.44 364.135 98
1180.26 439.265 99
1197 514.417 100
1212.64 590.644 101
1228.29 667.279 102
1242.64 743.932 103
1255.78 821.664 104
1268.66 899.622 105
1283.53 976.739 106
1301.38 1053.88 107
1320.89 1130.59 108
1341.95 1206.49 109
1364.85 1282.74 110
1386.43 1359.18 111
1407.47 1435.63 112
1427.45 1512.45 113
1446.38 1589.25 114
1467.06 1664.52 115
1491.23 1739.23 116
1519.77 1813.13 117
