p		#cnt 0
1
30
1000 0 0
1010.05 81.1905 1
1020.1 162.381 2
1041.18 237.456 3
1053.83 312.673 4
1067.62 387.848 5
1075.32 463.327 6
1082.55 538.877 7
1083.43 614.726 8
1089.95 690.967 9
1091.92 766.896 10
1100.36 843.122 11
1102.87 918.95 12
1109.92 995.07 13
1110.27 1070.96 14
1114.34 1147.3 15
1111.4 1223.21 16
1112.95 1300 17
1107.76 1376.15 18
1109.01 1453.45 19
1105.6 1530.07 20
1108.02 1607.69 21
1105.67 1684.61 22
1109.74 1762.36 23
1110.36 1839.43 24
1117.64 1916.82 25
1121.37 1993.7 26
1130.22 2070.4 27
1135.56 2146.79 28
1142.04 2224.74 29
1206.51 2295.08 30
10.0512 81.1905 0 
10.0512 81.1905 -0.104637 
21.0801 75.0747 -0.0103728 
18.7129 74.3475 0.0484993 
15.0773 74.7343 0.042675 
12.365 74.9182 0.0295055 
10.4442 75.0582 0.0223041 
8.9052 75.0694 0.01808 
7.69931 75.1815 0.0137072 
6.79879 75.219 0.0101586 
6.14247 75.3046 0.00716918 
5.68904 75.3267 0.00499404 
5.35702 75.3574 0.00389677 
5.08137 75.352 0.00339455 
4.82902 75.3546 0.00331115 
4.5768 75.333 0.00323691 
4.33716 75.3265 0.00307716 
4.10888 75.3024 0.00281889 
3.91175 75.2999 0.00231176 
3.75221 75.2906 0.00182858 
3.6338 75.2951 0.00120489 
3.56448 75.2965 0.000626133 
3.53758 75.3036 4.24987e-05 
3.55618 75.3106 -0.00047221 
3.61267 75.3136 -0.00103413 
3.71705 75.3173 -0.00161262 
3.8591 75.3091 -0.00209309 
4.03508 75.3033 -0.0024322 
4.22507 75.2922 -0.00236905 
4.38653 75.1485 -0.00221331 
p		#cnt 1
1
30
1040 0 31
1033.93 56.4976 32
1027.85 112.995 33
1054.59 179.431 34
1074.39 249.213 35
1085.24 324.371 36
1097.23 398.694 37
1104.67 474.749 38
1111.05 549.982 39
1113.46 627.17 40
1118.8 702.586 41
1122.46 779.886 42
1128.93 855.149 43
1132.9 932.241 44
1138.42 1007.66 45
1139.98 1084.81 46
1142.42 1160.34 47
1140.88 1237.79 48
1140.6 1313.49 49
1137.38 1391.25 50
1137.56 1467.31 51
1135.77 1545.21 52
1136.57 1621.41 53
1135.54 1699.48 54
1138.06 1775.78 55
1140.01 1853.83 56
1146.04 1930.1 57
1150.69 2007.6 58
1158.78 2083.13 59
1162.49 2157 60
1188.67 2231.72 61
-6.07478 56.4976 0 
-6.07478 56.4976 -0.397585 
26.7365 66.4359 -0.188107 
23.7186 69.6489 0.156162 
16.13 73.1639 0.0652793 
13.7668 74.609 0.0213874 
12.018 75.1169 0.0248707 
10.2186 75.3668 0.0222058 
8.70905 75.4269 0.0172818 
7.54969 75.4897 0.0133414 
6.66727 75.5028 0.00959652 
6.0543 75.5246 0.006704 
5.62376 75.5145 0.0045972 
5.31798 75.5041 0.00362492 
5.05035 75.4758 0.00333612 
4.80051 75.4522 0.00327404 
4.54939 75.418 0.00318528 
4.31379 75.3915 0.00305938 
4.08502 75.3594 0.00276857 
3.89349 75.3409 0.00226676 
3.73673 75.3209 0.00176788 
3.62314 75.3094 0.00117013 
3.55813 75.2992 0.000528395 
3.53824 75.2933 -1.42982e-05 
3.56008 75.2888 -0.000535064 
3.62121 75.2821 -0.0011031 
3.73096 75.2755 -0.00170547 
3.87873 75.2606 -0.00219472 
4.05384 75.2531 -0.00249694 
4.24496 75.1872 -0.00258165 
p		#cnt 2
1
30
1080 0 62
1085.9 83.2543 63
1091.8 166.509 64
1102.59 245.11 65
1119.71 321.11 66
1125.91 398.286 67
1140.64 473.908 68
1139.95 550.66 69
1147.09 626.901 70
1146.67 703.808 71
1155.44 779.984 72
1157.09 856.933 73
1166.68 932.987 74
1167.14 1009.86 75
1174.21 1086.12 76
1171.21 1162.85 77
1174.63 1239.39 78
1168.95 1316.21 79
1170 1392.94 80
1165.47 1470.11 81
1168.68 1546.99 82
1164.24 1624.12 83
1167.96 1701.04 84
1165.34 1778.4 85
1172.39 1855.29 86
1173.94 1932.87 87
1184.44 2009.55 88
1190.25 2087.69 89
1203.36 2165.38 90
1205.93 2243.17 91
1247.68 2322.08 92
5.90211 83.2543 0 
5.90211 83.2543 -0.0286923 
10.7875 78.6014 -0.0722173 
14.9584 76.7152 -0.0186898 
13.6655 76.1416 0.0268307 
11.9991 76.0947 0.0212933 
10.1579 75.8697 0.0223635 
8.7155 75.862 0.01685 
7.50439 75.7578 0.0133745 
6.6659 75.7741 0.00936464 
6.02971 75.7206 0.00646193 
5.64652 75.7052 0.00425804 
5.33452 75.6475 0.00342607 
5.09672 75.6089 0.00329781 
4.81855 75.5387 0.00345166 
4.5782 75.4987 0.00316287 
4.32611 75.441 0.00316017 
4.10366 75.4078 0.00281027 
3.89921 75.363 0.00228333 
3.75082 75.3388 0.00180566 
3.62303 75.3031 0.00126022 
3.56284 75.2845 0.000487155 
3.53973 75.2688 1.21047e-05 
3.56122 75.2539 -0.000505811 
3.618 75.2425 -0.00107542 
3.72788 75.2199 -0.00173481 
3.8822 75.2034 -0.00225967 
4.07309 75.1682 -0.00255205 
4.27129 75.1601 -0.00256596 
4.47542 75.0504 -0.00261035 
p		#cnt 3
1
30
1120 0 93
1115.23 64.5759 94
1110.46 129.152 95
1119.82 201.239 96
1132.03 274.943 97
1142.01 350.113 98
1153.54 425.607 99
1159.13 501.621 100
1164.01 577.783 101
1166.13 654.463 102
1169.97 731.052 103
1173.76 808.01 104
1180.04 884.543 105
1185.46 961.283 106
1191.19 1037.65 107
1193.57 1114.33 108
1194.69 1190.79 109
1192.47 1267.54 110
1190.63 1344.1 111
1189.09 1421.24 112
1189.45 1498.15 113
1188.58 1575.29 114
1188.07 1652.18 115
1186.25 1729.46 116
1187.13 1806.76 117
1189.74 1884.53 118
1196.89 1961.81 119
