p		#cnt 0
1
30
1000 0 0
1011.5 85.8788 1
1023.01 171.758 2
1029.97 248.961 3
1035.51 325.161 4
1040.4 400.997 5
1045.18 476.475 6
1049.82 551.87 7
1053.62 627.392 8
1056.5 703.015 9
1058.49 778.379 10
1060.6 853.732 11
1060.64 929.223 12
1061.48 1004.87 13
1062.23 1080.34 14
1064.32 1155.71 15
1066.04 1231 16
1066.66 1306.3 17
1064.8 1381.45 18
1063.69 1456.71 19
1064.05 1531.94 20
1062.04 1607.01 21
1059.73 1682.44 22
1058.92 1758.15 23
1059.37 1833.81 24
1061.43 1909.63 25
1063.42 1985.76 26
1068.09 2062.19 27
1080.43 2138.35 28
1090.69 2214.59 29
1130.35 2287.66 30
11.5049 85.8788 0 
11.5049 85.8788 0.0292039 
6.96332 77.2029 -0.000848842 
4.72852 76.0878 0.0404994 
2.05678 75.7341 0.0231782 
1.0547 75.5485 0.00839165 
0.429224 75.4919 0.00679276 
0.0333157 75.4663 0.00464795 
-0.524944 75.4597 0.0123189 
-1.79131 75.505 0.018618 
-2.93165 75.5705 0.00910044 
-3.21384 75.5961 0.00168238 
-3.39649 75.6117 0.00264081 
-3.57742 75.6142 0.00219841 
-3.73857 75.614 0.00216716 
-3.9027 75.6147 0.00207752 
-4.04233 75.6135 0.00162107 
-4.14999 75.605 0.00130256 
-4.24379 75.5926 0.00121577 
-4.3449 75.5798 0.00160733 
-4.48712 75.5646 0.00207753 
-4.64944 75.5521 0.00223921 
-4.81531 75.5469 0.0020019 
-4.94752 75.5469 0.00156823 
-5.05996 75.5517 0.00141892 
-5.16349 75.5599 0.0012935 
-5.24101 75.5749 0.000561758 
-5.23002 75.585 -0.00082646 
-5.12749 75.5796 -0.00160932 
-5.00471 75.5187 -0.00166663 
p		#cnt 1
1
30
1040 0 31
1039.59 65.8315 32
1039.18 131.663 33
1042.34 203.606 34
1046.62 277.173 35
1051.04 351.831 36
1055.24 426.922 37
1059.38 502.209 38
1063.43 577.674 39
1067.11 653.255 40
1069.98 728.708 41
1071.93 804.151 42
1073.11 879.661 43
1074 955.257 44
1074.91 1030.79 45
1076.27 1106.25 46
1077.46 1181.65 47
1078.19 1257.02 48
1078.1 1332.33 49
1077.69 1407.65 50
1077.1 1482.94 51
1075.68 1558.16 52
1073.84 1633.49 53
1072.63 1709.01 54
1072.14 1784.5 55
1072.46 1860.07 56
1073.3 1935.78 57
1075.81 2011.54 58
1084.25 2086.85 59
1098.01 2160.31 60
1113.83 2229.8 61
-0.410018 65.8315 0 
-0.410018 65.8315 -0.0316511 
3.16019 71.9429 -0.0378213 
3.79463 73.5264 0.00930264 
2.97444 74.6165 0.0139109 
1.96009 75.112 0.0134537 
1.06151 75.3497 0.0106564 
0.3613 75.4755 0.00840642 
-0.280712 75.5499 0.00939933 
-1.11378 75.6086 0.0127759 
-2.14074 75.6497 0.0135413 
-2.98788 75.6639 0.00757435 
-3.30506 75.6632 0.00240409 
-3.4765 75.6594 0.00219807 
-3.65296 75.6547 0.00261719 
-3.86149 75.6502 0.00263235 
-4.02715 75.6439 0.00173288 
-4.12675 75.6345 0.000991341 
-4.19132 75.6231 0.000842333 
-4.26746 75.6104 0.00125001 
-4.38331 75.5972 0.00182208 
-4.53562 75.5848 0.00216142 
-4.70036 75.5757 0.00215202 
-4.85543 75.5702 0.00194026 
-4.99464 75.5684 0.00177567 
-5.12759 75.5699 0.00175101 
-5.24584 75.5758 0.00117376 
-5.28524 75.5859 -0.000165957 
-5.22611 75.5784 -0.00131404 
-5.11661 75.5548 -0.00170058 
p		#cnt 2
1
30
1080 0 62
1074.65 67.6799 63
1069.29 135.36 64
1069.65 207.726 65
1071.33 281.555 66
1074.35 356.243 67
1078.05 431.443 68
1081.88 506.923 69
1085.63 582.513 70
1089.37 658.155 71
1092.56 733.842 72
1094.42 809.5 73
1095.25 885.11 74
1096.06 960.729 75
1096.99 1036.29 76
1098.48 1111.83 77
1099.84 1187.29 78
1100.5 1262.73 79
1100.26 1338.1 80
1099.8 1413.53 81
1099.37 1488.94 82
1097.85 1564.3 83
1095.68 1639.54 84
1094.5 1714.91 85
1094.42 1790.24 86
1094.82 1865.5 87
1095.58 1940.77 88
1098.48 2016.01 89
1107.27 2090.74 90
1121.25 2164.12 91
1133.7 2234.9 92
-5.35307 67.6799 0 
-5.35307 67.6799 -0.0623484 
0.353571 72.3666 -0.0183177 
1.20762 73.8854 -0.00676895 
1.54365 74.8125 -0.00165081 
1.45514 75.3523 0.00570608 
0.82904 75.6563 0.00904823 
0.244944 75.7678 0.00711591 
-0.337991 75.8219 0.00906427 
-1.17083 75.8659 0.012839 
-2.18131 75.8697 0.0126282 
-2.9553 75.8274 0.00730833 
-3.31548 75.7861 0.00303444 
-3.50418 75.752 0.0022729 
-3.68844 75.7234 0.00262734 
-3.8922 75.7009 0.00258006 
-4.0562 75.6845 0.00164072 
-4.14119 75.6663 0.000752445 
-4.19069 75.6473 0.00070545 
-4.26324 75.6316 0.00128663 
-4.38575 75.6206 0.00191943 
-4.54333 75.6114 0.0022066 
-4.70932 75.6045 0.00215062 
-4.86297 75.5988 0.00191779 
-4.99993 75.5935 0.00175396 
-5.12818 75.5885 0.00163225 
-5.23414 75.5854 0.00103817 
-5.26917 75.581 -0.000206089 
-5.21022 75.5624 -0.00131698 
-5.10061 75.5393 -0.00167816 
p		#cnt 3
1
30
1120 0 93
1107.41 83.5285 94
1094.83 167.057 95
1091.82 246.143 96
1091.52 323.729 97
1094.75 400.332 98
1098.73 476.557 99
1102.18 552.59 100
1105.9 628.453 101
1110.42 704.179 102
1113.69 780.064 103
1114.72 855.957 104
1114.36 931.679 105
1115.44 1007.27 106
1116.8 1082.8 107
1118.24 1158.29 108
1118.97 1233.78 109
1119.86 1309.23 110
1119.51 1384.79 111
1119.1 1460.25 112
1118.16 1535.67 113
1114.94 1611 114
