p		#cnt 0
1
30
1000 0 0
1006.45 87.6791 1
1012.91 175.358 2
1014.51 263.335 3
1007.89 351.366 4
989.197 438.229 5
964.289 523.623 6
937.68 608.113 7
929.921 695.91 8
949.722 782.105 9
982.708 864.315 10
1021.35 944.27 11
1054.95 1026.09 12
1077.37 1111.25 13
1092.78 1197.52 14
1103.56 1284.33 15
1113.44 1371.19 16
1122.61 1458.13 17
1133.4 1545 18
1147.95 1631.68 19
1165.59 1718.01 20
1183.85 1804.37 21
1202.11 1890.72 22
1220.36 1977.08 23
1238.62 2063.43 24
1256.88 2149.78 25
1275.13 2236.14 26
1293.39 2322.49 27
1311.65 2408.85 28
1329.91 2495.2 29
1348.16 2581.55 30
6.45311 87.6791 0 
6.45311 87.6791 0.0281206 
1.60298 87.9767 0.0533195 
-4.05176 87.8855 0.073982 
-11.1581 86.9191 0.0860851 
-18.726 85.3808 0.0858905 
-25.6068 83.7757 0.0716743 
-30.8685 83.5971 0.0468065 
-33.7236 84.3232 0.0205698 
-34.5666 84.6401 0.00136574 
-34.2708 84.4668 -0.00707774 
-33.6015 84.1639 -0.00948083 
-32.7701 83.9286 -0.0093093 
-32.0892 83.76 -0.00663113 
-31.375 83.5915 -0.0130674 
-29.7416 83.3225 -0.0226844 
-27.5945 83.0378 -0.0269641 
-24.9784 82.7117 -0.0338804 
-21.7206 82.256 -0.0400727 
-18.1402 81.6581 -0.0417942 
-14.5055 81.047 -0.0417942 
-10.8709 80.4358 -0.0417942 
-7.23626 79.8247 -0.0417942 
-3.60163 79.2136 -0.0417942 
0.0330074 78.6024 -0.0417942 
3.66764 77.9913 -0.0417942 
7.30227 77.3801 -0.0417942 
10.9369 76.769 -0.0417942 
14.5715 76.1578 -0.0417942 
18.2062 75.5467 -0.0417942 
p		#cnt 1
1
30
1100 0 31
1112.5 82.6056 32
1125 165.211 33
1134.51 248.22 34
1139.78 331.63 35
1139.78 415.305 36
1138.49 499.038 37
1135.98 582.846 38
1139.12 666.86 39
1136.96 750.894 40
1127.77 834.432 41
1110.93 916.666 42
1096.43 999.302 43
1089.4 1082.88 44
1081.84 1166.23 45
1075.09 1249.19 46
1073.24 1331.75 47
1080.8 1413.88 48
1099.55 1494.16 49
1130.41 1570.82 50
1171.07 1642.9 51
1212.22 1714.86 52
1248.85 1789.49 53
1280.81 1866.53 54
1311.64 1944.31 55
1346.19 2020.78 56
1386.47 2094.6 57
1430.02 2166.46 58
1474.15 2238.02 59
1518.28 2309.58 60
1562.4 2381.14 61
12.5002 82.6056 0 
12.5002 82.6056 0.018225 
9.50849 83.009 0.0354853 
5.89767 83.3708 0.0509854 
1.10936 83.6214 0.0630537 
-4.50506 83.888 0.0706913 
-10.5707 84.1215 0.0736274 
-16.698 84.7784 0.0729187 
-22.6615 85.0245 0.0686024 
-28.0153 84.7558 0.0578416 
-32.0283 84.111 0.0371028 
-33.8316 83.8115 0.00449647 
-33.1939 83.8511 -0.0125697 
-32.3321 83.9335 -0.0080823 
-31.67 84.0196 -0.0101753 
-30.4963 84.1116 -0.0180699 
-28.7508 84.0353 -0.023895 
-26.6118 83.6356 -0.0291688 
-24.0381 82.7265 -0.0378237 
-21.0474 81.1832 -0.0407744 
-18.2094 79.6836 -0.037392 
-15.429 78.4257 -0.0360702 
-12.6834 77.3812 -0.0342183 
-10.0903 76.4363 -0.0317557 
-7.73402 75.4435 -0.0291958 
-5.63257 74.3608 -0.0272549 
-3.6745 73.2457 -0.0266128 
-1.74021 72.1228 -0.0266128 
0.194068 71 -0.0266128 
2.12835 69.8772 -0.0266128 
p		#cnt 2
1
30
1200 0 62
1209.07 79.1104 63
1218.13 158.221 64
1224.57 237.711 65
1227.89 317.558 66
1227.38 397.691 67
1224.94 477.879 68
1219.21 558.114 69
1215.13 638.358 70
1210.09 718.591 71
1204.83 798.94 72
1198.86 879.49 73
1194.38 960.208 74
1191.26 1041.14 75
1188.07 1122.26 76
1185.46 1203.48 77
1184.3 1284.76 78
1184.76 1365.75 79
1184.81 1446.85 80
1190.41 1527.81 81
1203.69 1608.07 82
1227.57 1685.82 83
1253.56 1762.63 84
1279.28 1839.05 85
1307.13 1914.28 86
1343.43 1985.46 87
1390.63 2049.88 88
1448.62 2105.16 89
1515.81 2149.83 90
1586.55 2189.37 91
1658.36 2228.7 92
9.06577 79.1104 0 
9.06577 79.1104 0.0178855 
6.43559 79.4905 0.0285367 
3.95403 79.711 0.0330037 
1.27665 79.8232 0.0334648 
-1.34541 79.8689 0.0317097 
-3.79946 79.8085 0.0294836 
-6.08625 79.7973 0.0274304 
-8.20645 79.7601 0.02543 
-10.1889 79.7193 0.0239583 
-12.0912 79.6634 0.0233849 
-13.9834 79.6429 0.0234873 
-15.8832 79.6544 0.0233391 
-17.7484 79.6641 0.0225276 
-19.5194 79.6861 0.020924 
-21.1101 79.7348 0.0179519 
-22.3711 79.8018 0.0127966 
-23.1185 79.8494 0.00531954 
-23.1332 79.8905 -0.00574647 
-21.9895 79.758 -0.024129 
-19.4482 79.0835 -0.037243 
-16.4924 78.2236 -0.0379394 
-13.6362 77.3911 -0.0357632 
-11.016 76.5318 -0.0329715 
-8.73126 75.4644 -0.0302745 
-6.81907 74.1524 -0.0278265 
-5.35458 72.6963 -0.022948 
-4.47733 71.4281 -0.0151175 
-3.99494 70.5741 -0.0102524 
-3.60116 69.8758 -0.0095627 
p		#cnt 3
1
30
1300 0 93
1299.97 74.4699 94
1299.93 148.94 95
1298.7 223.389 96
1296.15 297.795 97
1292.84 372.175 98
1290.37 446.662 99
1289.13 521.245 100
1290.58 595.862 101
1288.82 670.506 102
1283.85 745.078 103
1276.94 819.507 104
1274.15 894.311 105
1277.89 969.249 106
1286.29 1043.78 107
1300.02 1117.7 108
1318.47 1190.84 109
1337.79 1263.35 110
1359.83 1335.35 111
1383.19 1406.76 112
1406.93 1477.94 113
