p		#cnt 0
1
30
1000 0 0
995.8 71.0305 1
991.6 142.061 2
994.853 214.534 3
997.921 287.611 4
1002 361.517 5
1005.83 436.142 6
1009.99 510.679 7
1014.94 585.623 8
1019.02 660.751 9
1024.43 735.492 10
1030.82 810.142 11
1038.54 885.096 12
1045.75 960.358 13
1053.37 1035.81 14
1061.59 1111.78 15
1070.43 1188.38 16
1078.82 1264.65 17
1088.72 1340.42 18
1099.73 1415.4 19
1109.72 1490.5 20
1120.85 1565.83 21
1131.04 1640.49 22
1139.83 1714.65 23
1147.95 1788.61 24
1157.02 1862.93 25
1166.2 1936.84 26
1174.56 2010.64 27
1184.23 2084.25 28
1195.22 2157.65 29
1199.37 2230.07 30
-4.20018 71.0305 0 
-4.20018 71.0305 -0.0798392 
3.25298 72.4728 0.00207673 
3.21418 72.9874 -0.00194704 
3.579 73.4861 -0.0055674 
3.96797 73.9874 -0.00440202 
4.32115 74.4863 -0.00483001 
4.69054 74.9828 -0.00311228 
4.8428 75.3269 -0.00170279 
5.05766 75.5414 -0.00345491 
5.37424 75.6399 -0.00481972 
5.74656 75.6468 -0.0043308 
6.01684 75.5921 -0.00347123 
6.28832 75.5344 -0.0035624 
6.54796 75.474 -0.00356731 
6.8023 75.4109 -0.00264847 
6.93872 75.3811 -0.00136228 
7.04064 75.3534 -0.00143665 
7.14791 75.3192 -0.00139517 
7.24124 75.2865 -0.00121036 
7.3252 75.2522 -0.00106316 
7.38286 75.2237 -0.000430176 
7.3807 75.206 0.000363953 
7.36159 75.2009 -0.000279107 
7.41645 75.2193 -0.000592412 
7.43603 75.2417 -0.000113465 
7.45807 75.2642 -0.000409325 
7.48314 75.2861 7.76611e-05 
7.47475 75.3122 -0.000299022 
7.54448 75.3136 -0.00128858 
p		#cnt 1
1
30
1040 0 31
1039.61 78.2224 32
1039.22 156.445 33
1039.66 234.111 34
1041.15 311.468 35
1045.22 388.414 36
1050.69 464.807 37
1052.13 541.495 38
1051.47 618.044 39
1051.4 694.864 40
1056.49 771.694 41
1066.74 847.928 42
1083.09 923.081 43
1100.5 997.629 44
1108.22 1073.51 45
1110.02 1149.33 46
1108.84 1225.22 47
1116.14 1301.26 48
1130.95 1376.33 49
1147.32 1451.29 50
1158 1527.02 51
1162.01 1603.36 52
1168.62 1680.02 53
1179.05 1756.56 54
1192.72 1832.66 55
1208.94 1907.98 56
1223.44 1983.77 57
1235.04 2059.89 58
1239.95 2136.7 59
1230.76 2213.31 60
1213.26 2289.78 61
-0.392476 78.2224 0 
-0.392476 78.2224 -0.00496074 
0.449803 77.6659 -0.0123524 
1.73727 77.3843 -0.0207993 
3.53784 77.0543 -0.0244603 
5.15593 76.6975 -0.0153618 
5.62558 76.4156 0.00366439 
4.95727 76.1728 0.00839729 
4.69842 76.0169 -0.00105872 
4.99569 75.9014 -0.00590812 
5.53708 75.7752 -0.00868685 
6.33835 75.5777 -0.0130522 
7.24613 75.3704 -0.00776116 
7.35834 75.356 0.00318933 
7.01947 75.3619 0.00397954 
6.87266 75.3464 0.000109397 
6.95269 75.3264 -0.00180101 
7.09821 75.2853 -0.00201459 
7.23236 75.2438 -0.00151706 
7.31911 75.2193 -0.000887306 
7.37499 75.2033 -0.000657754 
7.40868 75.1868 -6.77417e-05 
7.32006 75.1829 0.0029516 
6.90056 75.2416 0.00806366 
6.26534 75.3448 0.00621923 
6.08602 75.3495 -0.00105604 
6.41467 75.2823 -0.00816899 
7.15997 75.2306 -0.00843193 
7.56877 75.2784 -0.00323039 
7.75907 75.3186 -0.0021031 
p		#cnt 2
1
30
1080 0 62
1084.67 81.9308 63
1089.33 163.862 64
1090.24 243.599 65
1093.23 322.068 66
1094.09 400.534 67
1101.04 477.705 68
1105.1 555.104 69
1115.16 631.26 70
1122.57 707.695 71
1134.89 782.787 72
1137.28 859.107 73
1141.38 934.917 74
1138.98 1011.19 75
1145.98 1087.05 76
1153.05 1163.22 77
1165.09 1238.22 78
1174.57 1313.92 79
1185.11 1389.06 80
1190.2 1465.3 81
1201.18 1540.46 82
1209.14 1616.41 83
1217.14 1692.68 84
1228.94 1768.09 85
1236.49 1844.96 86
1250.55 1920.91 87
1261.5 1998.34 88
1279.18 2075.98 89
1308.58 2151.2 90
1357.88 2216.88 91
1419.7 2274.41 92
4.66534 81.9308 0 
4.66534 81.9308 0.0339457 
0.910937 79.7373 -0.00331356 
2.9053 78.7952 -0.0338938 
5.39104 78.1159 -0.0305243 
7.50486 77.384 -0.0205111 
8.46817 76.8489 -0.00809738 
8.85569 76.4023 -0.0020412 
8.80826 76.0985 -0.000149293 
8.80583 75.8505 0.00182263 
8.41447 75.6712 0.00643771 
7.91369 75.5523 0.00692624 
7.45434 75.415 0.00344305 
7.38467 75.3275 -0.000139019 
7.35066 75.2513 0.000569102 
7.27966 75.1937 0.00131549 
7.13137 75.1545 0.00215499 
6.94568 75.1336 0.00279869 
6.70892 75.1145 0.00300948 
6.4949 75.1209 0.00277217 
6.28084 75.1299 0.00269398 
6.09848 75.1461 0.00201022 
5.98937 75.1683 0.00079572 
5.99028 75.1796 -0.000803929 
6.07574 75.1795 -0.00083859 
6.12269 75.1699 -0.000952487 
6.19675 75.1536 -2.64042e-05 
6.13535 75.1684 0.000498397 
6.17287 75.1358 -0.00143148 
6.27674 75.0235 -0.00200132 
p		#cnt 3
1
30
1120 0 93
1121.72 73.8734 94
1123.43 147.747 95
1122.77 222.887 96
1126.55 299.107 97
1128.37 375.026 98
1134.2 451.388 99
1138.37 527.249 100
1147.44 603.233 101
1154.81 678.702 102
1165.94 754.207 103
1170.62 829.879 104
1175.26 906.117 105
1174.42 981.717 106
1178.52 1057.73 107
1184.73 1132.97 108
1196.59 1208.07 109
1205.81 1282.96 110
1216.71 1358.31 111
1223.34 1433.68 112
1232.81 1509.29 113
1238.95 1584.83 114
1247.51 1660.25 115
1259.41 1735.74 116
